popularity,budget,cast,release_date,voteScore,revenue
2.360701,17000000,54,4,6360,247275374
2.126863,30000000,34,3,1368,51132598
2.06444,60000000,125,4,5803,223664608
1.843243,115000000,66,5,3720,378882411
1.627278,23000000,60,5,7842,351583407
1.364852,55000000,35,1,3888,196567262
1.353693,62000000,75,2,1224,215887717
1.309466,34000000,91,2,2904,50282766
1.297355,27000,18,1,2681,3151130
1.267344,50000000,48,5,1230,119208989
1.259399,22000000,31,4,1644,189833357
1.253496,30000000,73,4,2660,160638883
1.232871,6000000,32,3,1914,254700832
1.022699,45000000,61,5,780,117615211
0.983841,15000000,14,5,3535,94000000
0.954392,46000000,51,5,1320,341631208
0.948788,38000000,27,4,1590,120000000
0.943815,15000000,44,2,5928,107217396
0.86712,55000000,63,4,535,214015089
0.848554,60000000,74,4,828,37000000
0.848473,14000000,16,1,954,18090181
0.84317,25000000,55,5,405,48063435
0.834029,5000000,30,1,894,3049135
0.787327,35000000,17,4,804,9771658
0.77638,27000000,48,4,546,13670688
0.767191,12000000,27,5,360,15826984
0.736742,40000000,58,2,315,19726050
0.729837,18000000,66,1,2282,5887457
0.710052,27000000,33,1,785,101646581
0.684636,63000000,91,5,648,25052000
0.629985,50000000,36,1,160,16478900
0.614944,3000000,18,1,282,15119639
0.607281,35000000,23,4,708,99423521
0.605753,45000000,67,1,810,170362582
0.590765,28000000,6,3,354,11373501
0.590149,26000000,22,4,184,36800000
0.586306,50000000,54,2,192,49000000
0.564501,45000000,91,4,600,112006296
0.563685,40000000,64,5,215,24332324
0.544269,10000000,24,4,105,29392418
0.536193,15000000,22,4,96,11300653
0.528782,26000000,23,3,190,8009329
0.509774,11500000,88,2,540,20079850
0.48427,23000000,22,1,68,71368
0.394187,700000,3,1,336,7830611
0.387981,3500000,19,4,132,2341309
0.255858,11000000,40,3,258,11439193
0.331455,17080000,24,2,76,21011500
0.282609,25000000,57,1,528,22200000
0.270267,2000000,9,3,85,2260622
0.251549,50000000,24,5,715,16671505
0.246647,600000,45,2,108,185898
0.243921,7400000,35,3,138,7690013
0.416428,45000000,50,2,96,21355893
0.170254,13000000,26,3,265,7820688
0.129344,20000000,8,1,96,305070
0.094568,9000000,30,3,126,4350774
7.637767,220000000,93,3,62321,1519557910
7.031452,70000000,36,2,8556,132400000
6.591277,250000000,105,5,47061,1081041287
5.944518,100000000,104,4,51625,425368238
5.603587,200000000,68,1,36822,1108561013
4.611854,130000000,66,2,10430,276572938
4.218933,250000000,58,4,38502,1017003568
4.008188,130000000,72,5,21354,403170142
3.931139,21000000,92,1,19902,205738714
3.702647,215000000,49,5,29022,752215857
3.626741,185000000,38,5,19236,538983207
3.335603,170000000,63,5,10760,396600000
3.151021,42000000,49,3,18090,201585328
3.14008,120000000,10,4,30366,609016565
3.135776,95000000,51,5,11520,877244782
2.990114,50000000,60,5,19194,549368315
2.944554,60000000,63,4,13686,218340595
2.892625,42000000,53,1,7860,180274123
2.858742,165000000,30,4,24444,471222889
2.623143,17000000,22,1,10780,115350426
2.592896,225000000,80,5,18852,624026776
2.571099,75000000,76,3,42480,691210692
2.570101,125000000,79,2,9360,198802074
2.478372,102000000,82,1,12972,130482868
2.415046,100000000,144,2,13308,312573423
2.406976,45000000,58,1,12306,376141306
2.092701,150000000,85,5,7170,245527149
2.046884,13000000,50,1,12089,33400000
2.003232,44500000,78,1,17395,232324128
1.979531,50000000,38,3,7080,234989584
1.974672,7000000,55,5,3984,167221571
1.832955,30000000,17,3,8418,66486080
1.832434,145000000,83,4,7632,306941670
1.821562,30000000,65,2,5166,196114570
1.814197,79000000,59,2,3005,355692760
1.774202,12500000,91,1,750,1353868
1.76105,30000000,40,3,3336,40346186
1.73616,69000000,33,5,4360,112265139
1.690572,60000000,37,1,4170,8106475
1.682769,70000000,43,3,4464,348840316
1.661091,16000000,89,5,6832,68263166
1.653924,50000000,26,1,8100,41037742
1.630455,209000000,18,3,7615,303025485
1.608797,61000000,84,4,8946,441809770
1.606999,85000000,45,3,3590,183018522
1.588457,260000000,62,3,8874,284139100
1.58709,30000000,86,1,21252,47042000
1.586368,120000000,44,4,10008,829000000
1.554441,40000000,51,4,7440,132820716
1.517201,23000000,75,2,1695,33372606
1.507337,150000000,76,3,5055,301000000
1.496861,33000000,8,5,2670,140470746
1.459325,15000000,14,2,6990,145000000
1.436895,12000000,9,2,1968,81272766
1.418764,85000000,73,1,10236,358375603
1.3743,3000000,43,3,5484,77712439
1.345091,7000000,47,1,5488,48126384
1.312488,65000000,52,4,5958,275293450
1.306241,40000000,78,5,1945,79700000
1.291798,65000000,32,5,5795,179379533
1.272901,7500000,9,3,1715,8135031
1.272721,25000000,19,3,3414,99357138
1.270174,12000000,6,3,5760,100000000
1.252392,25000000,80,2,3294,63100000
1.204406,145000000,65,5,7740,746921274
1.178045,26000000,66,2,3936,53676580
1.169815,26000000,52,3,1344,29657751
1.161624,75000000,69,5,1200,59418613
1.157127,35000000,74,5,1165,2106557
1.116305,68000000,68,5,2920,68267862
1.113113,60000000,56,3,1572,118338361
1.106899,32000000,69,1,2322,28258060
1.095479,30000000,44,3,1595,53909751
1.095339,35000000,53,4,3465,88058786
1.068764,20000000,40,3,2440,32204030
1.055188,35000000,60,2,1250,24159934
1.049943,17000000,24,2,4170,127730736
1.046157,39000000,44,1,3534,81491068
1.020104,70000000,59,5,1485,58058367
1.01404,85000000,84,2,5952,208076205
0.998625,45000000,43,5,3096,47000000
0.988109,3730500,15,1,320,6294161
0.974459,31000000,92,4,10944,161772375
0.95865,42000000,65,2,3540,46221189
0.958518,15000000,99,1,4638,19422261
0.953111,40000000,54,2,654,24719215
0.948869,9000000,49,3,465,8303261
0.913638,6000000,19,4,945,31081
0.903283,10000000,41,1,1812,3428048
0.901943,16000000,67,5,744,12434778
0.892472,5000000,17,5,704,8493728
0.862841,14000000,12,2,1415,85446075
0.843149,20000000,44,1,1310,52302796
0.836457,15000000,68,1,2400,37930465
0.828573,20000000,77,3,772,16863583
0.821988,12000000,57,1,920,35485056
0.819111,20000000,64,1,1308,1969193
0.79959,65000000,39,4,2020,44806783
0.79128,14000000,92,3,1236,13551174
0.784114,30000000,16,3,328,54819301
0.777869,30000000,81,2,960,114281051
0.767413,15000000,42,4,1220,15608545
0.736973,40000000,68,3,1150,22044277
0.714232,17000000,72,3,1490,73244881
0.704291,2500000,46,2,232,3003
0.686877,45000000,29,1,1150,30353232
0.672243,40000000,34,2,1355,36893721
0.668285,11000000,39,1,582,59520298
0.665792,26350000,94,5,184,1576687
0.646413,60000000,25,2,3294,107139399
0.644806,15000000,68,1,800,8138788
0.63948,22000000,26,2,670,77112176
0.628612,12000000,34,5,120,9622846
0.627024,58000000,46,2,750,50365377
0.615971,14000000,7,1,415,11417362
0.612153,1500000,9,1,480,1165882
0.607856,35000000,35,2,3552,31083599
0.604625,3000000,54,2,1440,11947954
0.595211,40000000,45,4,1050,41863726
0.591005,1000000,39,5,612,9138338
0.58808,10000000,58,5,2550,9636289
0.580776,6000000,91,1,1404,13231461
0.557661,5000000,9,1,1760,142817992
0.557044,13000000,26,1,480,18295
0.552288,25000000,48,5,1025,8784318
0.546483,11500000,29,1,395,1402307
0.543869,5600000,25,2,66,8139
0.518403,850000,32,2,345,1243961
0.494391,25000000,37,4,770,119772232
0.491648,1000000,5,2,648,101758490
0.48576,25000000,30,3,148,432274
0.473381,12000000,30,3,1206,96070507
0.468552,2000000,25,2,875,14400000
0.452064,12000000,45,4,690,66351
0.436617,3000000,17,2,525,3010
0.430256,1800000,6,5,1572,21107746
0.409718,20000000,91,2,720,4636169
0.40801,750000,13,5,2046,4007792
0.402086,12000000,64,3,108,2521
0.398497,17000000,12,2,304,9627492
0.383998,8000000,31,3,300,1653792
0.380291,2500000,74,2,1842,3325038
0.359578,20500000,48,5,764,6063556
0.321712,1500000,27,1,195,1938
0.316117,25,38,2,150,30
0.360699,6300000,37,2,275,419953
0.266025,500000,22,1,312,376597
0.260624,65000000,38,1,5760,240159255
0.218221,300000,5,5,511,2750275
0.167892,5990000,5,5,114,19450000
0.308684,14000000,23,2,105,24637469
0.070285,2840000,6,1,294,11620000
0.15831,20000000,20,4,70,610792
0.139047,500000,3,4,50,1000000
0.128685,100000,4,5,225,95000
0.111351,65000000,38,5,24,73706
0.050524,12000000,12,5,378,32726956
7.122455,94000000,67,4,39452,1118888979
6.887883,22000000,49,1,10248,95708457
6.864067,140000000,81,5,29561,655011224
6.174132,30000000,39,1,20524,180949000
4.21265,150000000,68,4,12828,424988211
4.02924,150000000,68,5,14256,738599701
3.440519,94000000,40,5,25844,864625978
2.899533,80000000,61,5,10236,484572835
2.793616,40000000,66,1,7506,244931766
2.710192,32000000,58,1,3636,173398518
2.686888,200000000,48,5,6570,435000000
2.643906,15000000,11,1,2184,15121165
2.491591,70000000,72,4,7637,122919055
2.394195,78000000,89,2,3524,179179718
2.182292,55000000,34,2,3972,231449203
1.830211,78000000,37,5,3360,179265204
1.798132,60000000,98,5,7770,176070171
1.781615,20000000,35,2,780,135680000
1.765322,4000000,71,2,7945,119723856
1.70303,23000000,28,4,2118,76488889
1.661911,40000000,29,3,3084,160583018
1.653031,100000000,40,1,4518,250
1.650018,100000000,19,4,2346,121975011
1.648069,48000000,19,1,2330,220673217
1.635524,18000000,31,4,936,62646763
1.626534,36000000,35,3,760,44350926
1.622704,35000000,39,1,4602,131282949
1.622536,140000000,52,4,7651,456758981
1.615231,130000000,48,5,6246,273339556
1.569435,95000000,62,5,4970,156505388
1.565393,12600000,20,5,1735,28650575
1.518131,30000000,66,3,3843,90259536
1.491266,150000000,44,4,2604,212011111
1.428302,25000000,73,1,5201,156822020
1.412354,75000000,74,3,2490,195745823
1.412067,60000000,61,3,1390,74208267
1.387163,137000000,65,5,4250,245360480
1.318505,29000000,105,1,1920,98185582
1.280654,24000000,56,2,1602,87055349
1.209598,50000000,52,2,2994,177371441
1.204207,50000000,55,2,1965,88323487
1.158663,80000000,92,2,2495,116643346
1.125044,70000000,66,3,2094,85632458
1.118671,45000000,42,5,1175,124914842
1.096211,26000000,27,2,2838,110230332
1.072356,60000000,81,5,1176,26288320
1.047214,80000000,56,4,880,19480739
1.024891,60000000,83,4,1715,96269812
1.011546,120000000,77,5,2960,259175788
1.005582,80000000,90,4,1416,266728738
1.004692,90000000,45,4,1350,182290266
1.000194,40000000,61,1,1310,19322135
0.997525,40000000,66,4,1695,141591324
0.995361,20000000,67,1,3640,60427839
0.981031,26000000,18,2,2595,90426405
0.920571,9500000,22,1,1998,107071655
0.876158,40000000,39,4,1785,190212113
0.875248,79000000,87,4,1794,173013509
0.841686,2000000,33,2,918,4601043
0.820611,30000000,15,2,1575,114908830
0.796421,25000000,28,2,665,56489558
0.783216,80000000,37,4,720,68514844
0.760657,50000000,91,3,918,42792561
0.754774,85000000,85,1,1788,80916492
0.723225,76000000,51,5,7650,236350661
0.680803,22000000,71,2,750,68296293
0.648946,18000000,23,2,1210,101564935
0.630566,60000000,58,5,1285,164433867
0.62007,87000000,62,5,654,148336445
0.6015,50000000,63,1,906,55495563
0.598373,17000000,8,2,615,63102666
0.595052,17000000,13,3,790,55534455
0.580909,68000000,68,3,1650,75715436
0.571314,38000000,84,5,1124,197011982
0.563401,35000000,52,5,642,20298207
0.556095,35000000,25,1,168,11560806
0.548853,60000000,75,1,1005,119940815
0.543483,55000000,43,3,450,34234008
0.537976,16500000,51,4,456,16942795
0.505814,1500000,7,2,710,30553394
0.500124,60000000,108,1,1080,80154140
0.490565,8000000,54,4,1296,60378584
0.481708,12000000,47,1,144,23
0.476487,20000000,43,3,425,132675402
0.470814,54000000,59,2,144,7266209
0.469518,56000000,51,2,115,12923936
0.462609,6000000,55,4,276,2
0.460673,19000000,36,5,440,39267515
0.439958,20000000,24,2,648,37095657
0.438475,5000000,26,1,125,742898
0.431188,50000000,62,2,1722,38955598
0.426977,3000000,6,5,1302,10012022
0.422393,7000000,6,3,105,13818181
0.421807,8000000,15,2,276,41400000
0.407552,7000000,15,3,700,16829545
0.403468,20000000,31,2,230,17432163
0.388875,32000000,52,1,525,52277485
0.383686,6400000,54,1,80,2500000
0.36744,75000000,67,5,304,51142659
0.366218,7800000,17,5,408,22441323
0.360105,6000000,26,3,198,18750246
0.351678,850000,24,5,156,819939
0.350293,500000,33,2,749,8679814
0.346215,15000000,23,1,110,30238577
0.339709,5000000,51,2,105,4856298
0.289415,10000000,27,1,276,96542059
0.284861,8256269,21,1,108,460978
0.276911,4361898,8,5,65,3031801
0.275184,28000000,22,3,644,58795814
0.264295,24000000,45,2,150,23510601
0.253381,13000000,18,3,138,17040871
0.349751,55000000,71,4,416,33828318
0.208637,10,44,5,96,5
0.371487,15000000,45,1,48,2281585
0.193661,17000000,41,5,156,1569918
0.175002,110000000,85,3,13332,214948780
0.161748,5000000,59,1,138,2466444
0.143004,30000000,36,5,215,15368897
0.135162,12000000,5,5,36,4922166
0.126182,569217,11,4,48,569217
0.098984,7000000,60,1,85,10000000
4.355219,200000000,61,4,32578,1845034188
3.48891,85000000,35,5,6363,252712101
3.153414,90000000,65,5,17184,589390539
3.077454,36000000,73,1,7819,12532777
2.972972,90000000,99,5,18543,263920180
2.604799,125000000,80,5,3312,238207122
2.391809,110000000,29,4,2825,333011068
2.202087,10000000,114,4,11144,225933435
2.113737,12000000,74,4,5341,39673162
2.064658,70000000,56,4,3560,162000000
2.01227,50000000,58,1,5957,109423648
1.949225,60000000,42,2,2148,26673242
1.929641,53000000,60,4,5642,139804348
1.623577,32000000,25,4,1655,79082515
1.616191,16500000,38,5,3486,67683989
1.55286,105000000,25,4,5574,121214377
1.412516,3500000,28,2,978,257850122
1.368403,75000000,101,5,4368,224012234
1.330225,80000000,86,5,5730,245676146
1.308461,35000000,72,2,4305,41954997
1.307058,17000000,34,1,1740,125586134
1.272247,57000000,81,1,4302,152944660
1.231579,45000000,89,3,1324,136885767
1.212565,250000,48,3,1362,12021272
1.176223,116000000,27,2,1080,178127760
1.172353,160000000,66,5,932,164508066
1.123404,35000000,90,1,5096,126216940
1.109101,24000000,38,4,2652,172363301
1.087383,45000000,48,3,4644,181000000
1.037438,90000000,72,5,4470,171120329
1.031334,62000000,30,1,720,1060056
1.008461,40000000,90,4,678,45916769
0.981422,60000000,86,4,1770,159330280
0.96047,80000000,67,4,1925,177977226
0.938611,68000000,35,3,966,118063304
0.936736,75000000,69,2,1458,136982834
0.933349,85000000,90,5,2844,315156409
0.855982,15000000,99,4,720,64256513
0.855087,50000000,66,4,3360,314178011
0.835336,36000000,35,5,504,50159144
0.824965,70000000,52,1,2052,131457682
0.797298,38000000,71,5,2016,299288605
0.778274,15000000,97,1,3066,43101594
0.776305,15000000,28,2,1841,3675201
0.76187,50000000,74,4,180,10541523
0.742726,18000000,20,5,1782,251212670
0.737243,90000000,83,3,735,140807547
0.712173,27000000,66,1,1020,60527873
0.708978,50000000,99,2,546,50068310
0.706536,25000000,32,2,414,36400360
0.706041,19000000,92,1,456,6682098
0.685382,30000000,36,2,495,25480490
0.683051,20000000,60,5,402,5716080
0.676667,40000000,40,5,915,87840042
0.663483,250000,5,1,3048,501818
0.660297,28000000,5,4,238,5684789
0.648088,80000000,43,4,888,17626234
0.638429,50000000,41,2,1248,48169156
0.636839,60000000,22,2,285,33956608
0.530544,60000000,33,1,170,16000000
0.512273,38000000,15,4,804,122417389
0.511529,5000000,15,5,246,3263585
0.473762,15000000,123,2,1110,44862187
0.46602,20000000,28,3,492,60000000
0.464907,25000000,5,4,325,100000000
0.463524,18000000,60,1,402,8038061
0.436806,3000000,15,2,250,23144499
0.425112,32000000,8,3,70,3566637
1.086558,30000000,17,4,354,51376861
0.447075,55000000,44,2,320,31987563
0.401471,5000000,16,1,205,15738769
0.362661,35000000,23,4,115,31611225
0.223994,10000000,9,3,132,17979739
0.37438,20000000,46,4,384,13801755
0.364359,55000000,49,2,115,11466088
0.345909,16000000,10,2,76,1686429
0.325869,28000000,33,3,228,41230799
0.05639,12000000,48,1,75,4000000
0.285559,19000000,60,2,285,44332015
0.2817,35000000,45,3,66,791830
0.263311,25000000,24,1,72,11838218
0.245162,35000000,70,4,456,25105255
0.223151,22000000,17,4,340,26570463
0.22136,36000000,96,4,1002,74000000
0.214637,6000000,61,2,100,6330054
0.212272,30000000,71,2,84,13130349
0.21055,73000000,81,5,9930,229074524
0.206863,37000000,55,1,100,6482195
0.158203,4000000,5,3,354,29456000
0.065672,786675,6,3,224,861789
6.112766,150000000,17,4,23583,1274219009
5.242753,105000000,79,1,26425,716392705
5.1119,170000000,61,1,18150,479765000
4.946136,200000000,107,3,41292,1215439994
4.942928,75000000,74,5,24171,117698894
4.921275,130000000,76,4,29883,847423452
4.877927,100000000,42,4,28189,392000694
4.705208,180000000,34,5,21540,407602906
4.405923,120000000,81,3,22374,286168572
4.310786,250000000,29,4,20664,958400000
3.97246,225000000,69,5,28374,662845518
3.951582,23000000,77,4,16954,47351251
3.928789,76000000,51,5,24052,970761885
3.877342,190000000,50,5,23541,467365246
3.625529,20000000,34,1,15687,187000000
3.518275,38000000,36,1,9180,98337295
3.472358,13000000,35,5,13370,318000141
3.200427,105000000,53,5,16821,351040419
2.951594,115000000,70,2,14196,286140700
2.815499,92000000,61,2,15015,304654182
2.811403,3000000,37,5,7610,89328627
2.643496,200000000,76,5,15757,743559607
2.604638,200000000,45,5,22932,531865000
2.497001,90000000,62,4,15547,188133322
2.476989,110000000,74,1,9648,125537191
2.443357,37000000,49,2,11760,269994119
2.196946,61000000,95,2,7110,131940411
2.119986,38000000,34,1,10304,90247624
2.109247,130000000,75,3,13075,371876278
2.070019,11000000,25,1,3850,32935319
2.063266,70000000,97,3,14418,161025640
2.032753,90000000,22,2,5195,174578751
2.032167,46000000,67,1,12782,122126687
2.024873,40000000,81,4,11166,251171807
1.999054,35000000,28,2,11784,116980662
1.92107,50000000,33,2,12820,224803475
1.91745,175000000,35,4,4700,150962475
1.875017,60000000,15,2,6120,90565421
1.874575,100000000,61,5,5142,268426634
1.821423,40000000,54,4,7707,149295601
1.765514,5000000,68,1,12817,55198285
1.689869,130000000,68,5,4380,61648500
1.653164,50000000,39,2,2135,219788712
1.626627,5000000,41,2,4980,31724284
1.559076,13000000,40,3,5760,68572378
1.526466,17000000,13,3,7524,97542952
1.496605,28000000,140,1,3378,134402450
1.483329,30000000,103,1,4260,36894225
1.454579,15000000,54,3,6696,35485608
1.447973,80000000,68,5,4030,246984278
1.439458,103000000,48,5,12060,362000072
1.432796,135000000,103,3,10530,585178928
1.419386,22000000,74,4,3708,43058898
1.41459,50000000,85,1,6684,122915111
1.412233,30000000,56,1,4485,82394288
1.40572,55000000,56,1,12103,95000000
1.388168,25000000,72,1,1988,71009334
1.375772,150000000,59,5,8226,205366737
1.366699,8000000,59,1,6160,63464861
1.363563,35000000,100,3,1415,21819348
1.358934,12000000,61,1,470,1456675
1.3317,195000000,56,2,10930,197687603
1.321896,30000000,55,1,2065,62616646
1.319947,55000000,45,2,1735,9489829
1.316881,11000000,22,1,2892,7847000
1.30454,26000000,38,1,2262,51164106
1.302011,32000000,72,5,10122,126041322
1.291008,15000000,27,1,2976,151831537
1.290891,35000000,76,2,5980,46216641
1.28446,130000000,33,5,8960,243843127
1.275381,43000000,44,5,6996,158674180
1.261132,35000000,101,4,5677,112544580
1.251506,28000000,57,5,8874,29000000
1.227417,5000000,11,1,3990,44030246
1.21451,255000000,72,5,9642,89289910
1.212556,60000000,90,2,8112,105200903
1.200825,35000000,50,2,6805,173965010
1.188033,12000000,54,2,3564,12077441
1.134425,9000000,16,1,2778,6108720
1.120621,20000000,11,2,1510,47241945
1.116296,2500000,21,2,4014,6854611
1.114792,20000000,41,3,3996,24261569
1.108437,50000000,85,4,3834,173649015
1.094958,200000000,71,3,14275,491868548
1.089268,135000000,101,5,4830,282570682
1.078745,20000000,32,5,2075,8352885
1.07557,25000000,97,3,6858,86175291
1.06549,44000000,37,3,8394,63327201
1.064357,30000000,77,4,2418,4861022
1.055997,18000000,55,4,1134,20275812
1.054366,15000000,20,2,5586,146497771
1.047604,32000000,44,4,1771,57284237
1.047374,13000000,31,3,1150,18000000
1.031715,25000000,26,2,5068,115922175
1.020237,6000000,49,2,2256,32438988
1.010837,13000000,15,3,2970,48065672
1.002527,40000000,54,2,1210,74597643
0.983805,40000000,113,4,1680,44907260
0.976612,10900000,42,1,966,16505460
0.968034,12000000,52,1,1995,15008161
0.96795,28000000,17,2,3546,97594140
0.941711,9500000,39,1,1362,7800000
0.939402,15000000,16,5,3570,19145732
0.937954,11000000,40,1,785,3639345
0.934716,23000000,91,5,1254,15600000
0.932599,78000000,39,1,3822,248384621
0.92639,18000000,63,5,4080,97505481
0.921438,28000000,95,1,730,1021398
0.892455,2500000,30,2,1725,60141683
0.890458,4800000,25,5,2810,10337387
0.886993,30000000,66,2,5922,63372757
0.873688,13500000,39,2,2723,19255873
0.869067,30000000,100,3,2935,27437881
0.864697,10000000,60,5,4434,21587700
0.860381,16000000,43,3,1110,318982
0.859276,18000000,56,4,1086,22309223
0.844466,56000000,87,2,2190,19701164
0.816581,80000000,53,4,460,126546518
0.799645,2900000,14,3,415,74918
0.794369,8500000,37,3,990,9747
0.787443,60000000,31,2,3250,60052138
0.784571,27220000,85,5,1824,5496951
0.782462,105000000,60,5,2490,347434178
0.779448,16000000,40,5,978,5867686
0.774149,40000000,41,3,3888,95020213
0.765495,10000000,73,2,882,1585582
0.752327,4600000,54,5,3430,23198652
0.751379,28000000,21,1,1155,8555008
0.74452,25000000,39,4,245,6399
0.744185,25500000,58,2,625,2415472
0.734349,120000000,26,5,17916,415440673
0.733975,35000000,65,2,4585,42930462
0.732485,55000000,75,1,925,110000000
0.724877,12000000,23,1,2800,17654912
0.723277,20000000,26,3,2128,78378744
0.707968,25000000,32,5,965,2054941
0.707197,8500000,39,1,325,22456509
0.687654,25000000,99,4,1842,74188937
0.639506,3000000,37,3,2422,11176469
0.625753,5000000,5,4,1415,86362372
0.598453,12000000,41,2,5448,35931410
0.596009,3500000,26,2,2424,25174316
0.592819,1000000,10,2,858,2963902
0.58119,35000000,78,2,1190,13785015
0.5641,5000000,53,2,72,1189612
0.54416,22000000,105,4,2814,15400000
0.53635,1500000,17,5,1125,3566225
0.522347,160000000,67,5,26208,788679850
0.506169,20000000,16,1,310,16549477
0.476673,100000,8,3,978,444098
0.457857,20000000,84,5,255,27187375
0.457768,10000000,18,1,72,30283
0.442256,17500000,53,4,60,7018189
0.412492,4000000,7,1,345,9221
0.387592,7000000,43,2,205,6147
0.381676,10000000,53,2,385,1034589
0.364964,8000000,6,2,405,9630444
0.359864,18000000,9,1,318,7972967
0.354271,70000000,53,5,216,18662027
0.341686,4900000,17,2,666,2159041
0.33771,6500000,27,5,1074,2401510
0.332741,17000000,46,4,546,71625195
0.312975,33000000,32,1,942,9494789
0.510295,250000,13,5,164,56825
0.296763,15,8,2,100,122
0.295687,4000000,72,1,150,350006
0.273681,10000000,57,1,430,653651
0.238632,5000000,9,2,580,15179302
0.230595,6000000,44,5,686,1066471
0.229656,35000000,21,4,990,27330000
0.227851,12000000,27,4,2520,100129872
0.222776,10,5,2,66,11
0.457265,15000000,28,1,610,21766271
0.384555,7500000,56,1,330,1359910
0.367908,18000000,55,2,870,10501938
0.171647,1052753,5,5,115,466088
0.411515,3000000,17,1,156,1675381
0.075867,1200000,5,3,114,2861020
0.040858,58000000,71,5,7044,44000000
0.010335,30000000,12,1,320,68129518
6.095293,19000000,38,5,26495,381109762
2.834739,1000000,16,2,7973,51525171
1.753688,20000000,59,3,744,18432000
1.746063,12305523,28,5,2140,36230219
1.623978,30000000,41,5,1360,152427960
1.613752,25000000,50,5,720,15502112
1.596994,19000000,34,5,6090,61389680
1.299275,3000000,17,4,840,29999213
1.177428,44000000,47,5,2856,300400432
1.168819,31000000,54,4,768,128499205
1.149954,31000000,56,4,3102,300473716
1.034373,25000000,21,5,684,21288692
1.012186,15000000,35,4,1176,146292009
0.898411,10000000,43,1,2346,57500000
0.887605,12500000,27,3,200,238227
0.876636,4000000,12,5,728,14237000
0.873551,12000000,46,2,1056,68706993
0.717479,9000000,18,2,588,24922237
0.70478,17900000,37,3,500,6948633
0.689416,3500000,5,5,546,34000000
0.688022,15000000,36,4,1414,14643997
0.662175,2200000,5,3,410,21930418
0.657238,50000000,23,1,130,23717291
0.617698,15000000,33,3,693,10631333
0.587273,25000000,56,4,810,96773200
0.536718,900000,10,1,588,2023414
0.5129,9000000,12,3,84,20518905
0.458359,4500000,16,1,686,10609321
0.427104,6000000,10,5,612,40940662
0.384037,20000000,22,5,330,45833132
0.280847,5000000,27,3,228,27400000
0.252674,9000000,33,4,288,7936012
0.229931,25000000,13,5,300,11137801
0.214009,5000000,5,5,66,502758
0.208914,3200000,36,4,160,10000000
0.592905,10000000,6,3,186,25754284
0.150168,25000000,30,5,462,9873044
0.135989,19000000,44,5,52,12918858
0.132713,114,58,2,144,6700000
0.112015,860000,18,1,138,2451545
0.215817,2410000,10,3,150,10755447
5.939927,150000000,64,4,23842,895921036
5.400826,150000000,116,5,34398,374218673
3.628726,180000000,41,4,8412,748806957
3.617106,54000000,50,4,18690,132511035
3.520836,40000000,51,3,11837,158733820
3.508379,150000000,68,5,10956,474968763
3.457537,113000000,103,5,18403,850000000
3.087036,50000000,57,2,4680,104478416
2.623346,126000000,100,5,6162,162949164
2.444998,75000000,57,5,12642,532680671
2.368513,100000000,50,5,8575,330579719
2.26533,100000000,73,2,6294,230427240
2.248624,40000000,100,5,4770,285176741
2.220063,62000000,39,4,2040,52304001
2.07205,56000000,29,3,2465,113006880
1.844731,132000000,66,5,6190,591739379
1.813128,85000000,9,4,2863,162242962
1.78595,26000000,78,2,7416,109449237
1.766397,150000000,26,4,2710,314432665
1.72647,70000000,55,2,6060,368100420
1.699822,32000000,39,2,4062,85167639
1.610259,25000000,36,1,2130,122489822
1.592578,130000000,55,5,4062,211643158
1.513147,43000000,46,5,1200,154749918
1.508329,207000000,61,4,7734,550000000
1.497085,53000000,73,3,850,95226116
1.496807,50000000,58,1,1445,44434439
1.480854,28000000,46,1,5243,121147947
1.475604,14000000,75,1,5460,178043761
1.464718,75000000,83,3,4290,260696994
1.405588,87000000,98,3,1168,71073932
1.351718,25000000,23,5,1170,39053061
1.330824,110000000,102,5,10500,478207520
1.310993,75000000,48,1,2960,142400065
1.274645,42000000,87,1,4932,24127895
1.273393,65000000,40,4,1945,64321501
1.270018,43000000,35,2,1645,56681566
1.265401,40000000,70,1,7154,117195061
1.212451,30000000,44,1,2238,192452832
1.210683,70000000,93,4,905,88933562
1.200307,29000000,57,3,1314,21126225
1.148377,72000000,57,4,2688,96889998
1.110148,39000000,15,2,5698,38869464
1.107734,4000000,18,1,3702,152925093
1.102836,58000000,46,1,1824,102854431
1.094959,50000000,60,5,1470,66002004
1.08379,57000000,88,1,1152,52034889
1.075427,45000000,64,2,2274,92374674
1.056592,4800000,8,2,2240,80578934
1.05364,15000000,61,2,3689,15785148
1.053307,88000000,67,5,2590,108539911
1.051177,15000000,55,5,4340,85306374
1.048193,15000000,59,4,1728,51053787
1.045798,25000000,89,2,1440,122644820
1.014707,85000000,88,5,1048,131426169
1.001465,60000000,44,1,1284,55987321
0.982784,60000000,35,4,1425,129181830
0.956847,30000000,28,3,560,50451307
0.94817,30000000,69,5,480,58405313
0.918476,20000000,73,1,528,7535331
0.906223,80000000,71,3,1182,162944923
0.899944,88000000,59,2,2255,105316267
0.893879,30000000,86,1,492,18618284
0.887848,52000000,70,3,1680,77944725
0.885834,50000000,37,2,925,110803676
0.869394,70000000,34,4,2292,130358911
0.857834,19000000,38,1,1938,144216468
0.852969,6500000,54,1,2387,24793509
0.839023,22000000,15,2,472,22400154
0.835676,50000000,95,4,1470,94000000
