popularity,budget,cast,release_date,voteScore,revenue
1.72385,42000000,54,5,4128,363889678
1.560867,33000000,31,5,3498,310940086
1.43163,2000000,35,1,1190,11540607
1.427794,90000000,81,1,1743,60289912
1.348628,45000000,61,4,2436,90683916
1.329827,65000000,66,5,3738,162091208
1.328465,13000000,83,1,4249,22863596
1.320079,80000000,76,3,1560,176885658
1.309249,133000000,38,4,2510,300135367
1.254522,73000000,88,4,2778,151493655
1.221973,170000000,57,5,3130,222104681
1.189386,160000000,31,2,1650,61698899
1.173888,100000000,50,4,1235,211989043
1.152354,24000000,94,4,870,88545092
1.150934,70000000,63,2,6139,23159305
1.139223,60000000,70,5,1680,73648228
1.050599,90000000,61,2,1830,161626121
1.03785,70000000,72,5,1265,309457509
1.022028,10000000,37,2,1240,103166989
0.993492,70000000,50,1,864,177841558
0.992316,6000000,39,2,3647,30471
0.968204,10000000,39,2,4683,12827813
0.941202,6000000,52,3,3220,10409377
0.937873,100000000,63,4,3228,93700000
0.934621,25000,5,5,3132,248000000
0.920974,38000000,50,2,2304,58401898
0.92088,50000000,56,1,1582,73956241
0.907305,16000000,25,3,1134,18564088
0.876587,34200000,37,5,2874,234801895
0.823494,40000000,77,2,1488,96618699
0.82073,10000000,84,4,2832,30652890
0.778786,80000000,91,5,890,91188905
0.746054,75000000,77,3,405,93888180
0.744837,35000000,53,2,684,40263020
0.731802,80000000,58,2,560,118880016
0.72669,60000000,53,5,515,149705852
0.725013,29000000,31,1,515,50041732
0.716336,12000000,31,1,930,21133087
0.682531,37000000,103,4,3010,48451803
0.67107,51000000,36,4,184,36911617
0.654013,75000000,42,2,240,14010690
0.640331,40000000,129,4,2610,128798265
0.637814,27000000,59,5,560,56870414
0.63765,34000000,14,2,228,4217115
0.636432,68000000,36,2,575,29762011
0.617279,80000000,32,4,1008,90874570
0.614402,6500000,43,3,492,28451622
0.614007,25000000,37,3,980,84565230
0.585123,75000000,82,1,2472,108000000
0.581756,82000000,53,4,1356,47434430
0.566661,25000000,47,2,312,13000000
0.548097,19000000,47,1,420,40846082
0.508128,48000000,46,2,1176,124305181
0.503461,64000000,64,1,160,74608570
0.501242,15000000,69,3,1374,2856712
0.498365,23000000,63,4,144,10827816
0.49601,65000000,34,1,1212,117758500
0.480421,21000000,10,3,165,17762705
0.47074,10000000,31,1,44,5241315
0.454992,25000000,36,3,180,15156200
0.418611,45000000,23,2,296,10667893
0.393985,70000000,29,1,80,11263966
0.383326,80000000,55,3,522,73345029
0.382872,23000000,45,4,210,18653615
0.378188,75000000,71,2,660,19598588
0.88284,65000000,45,2,215,36850101
0.274419,10000000,21,5,228,3193102
0.35206,25,21,4,168,13
0.573718,50000000,71,1,210,58900031
0.257547,8000000,15,1,170,17843379
1.104937,24000000,10,5,250,16290976
0.333245,14000000,77,3,138,18535191
0.328409,17000000,20,4,770,65535067
0.323791,25000000,37,3,498,4152230
0.322499,55000000,109,4,1386,100230832
0.322339,38000000,43,3,130,28121100
0.312827,600000,5,5,252,4000000
0.312759,7000000,37,2,60,14011454
0.377269,13000000,47,2,195,8946237
0.285902,10000000,49,5,246,10571408
0.066504,9000000,47,1,154,34573780
0.231418,6000000,32,2,168,4398989
0.272771,27000000,73,1,150,14859394
0.260903,28000000,55,1,175,8888143
0.257431,50000000,62,3,72,13260050
0.25073,6000000,20,5,168,25059640
0.246669,6000000,63,2,150,6852450
0.242797,75000000,30,3,100,29000000
0.235223,60000000,79,1,1254,66976317
0.216242,20000000,18,3,108,1531251
0.212029,24000000,78,4,100,8434146
0.204411,1700000,51,4,65,1943649
0.198126,38000000,40,4,90,635096
0.195048,3000000,20,2,240,3076820
0.187319,13000000,58,2,165,27500000
0.173433,25000000,14,3,56,12000000
0.163337,7000000,48,2,60,7292175
0.118187,450000,4,5,60,2049595
0.116694,12000000,42,3,102,36450736
0.238748,3800000,13,5,144,28200000
0.090186,1,14,3,56,100
0.079104,12000000,45,3,85,21001563
8.575419,93000000,67,4,42553,871368364
8.021423,125000000,48,4,29855,976475550
4.436367,15000000,35,5,4963,20117339
3.851009,6000000,58,2,12439,1270522
3.204295,115000000,68,4,27293,562816256
2.971372,100000000,34,5,6798,235926552
2.918566,60000000,90,5,15988,484409218
2.717399,25000000,55,3,4506,281929795
2.642249,85000000,137,4,18515,450717150
2.478879,140000000,88,5,6264,449220945
2.449323,98000000,49,3,6860,433013274
2.217239,120000000,24,5,4134,186053725
2.179727,115000000,67,5,7550,274703340
2.169826,60000000,98,4,12502,313542341
2.116602,30000000,35,2,3885,287553595
2.061559,37000000,44,2,3204,165335153
1.925281,52500000,93,3,4998,179213434
1.862114,100000000,81,5,3510,362211740
1.857978,21000000,105,1,4753,71441250
1.846848,53000000,69,3,5516,83282296
1.839325,70000000,82,3,4081,96976270
1.735123,92000000,67,4,8407,172989651
1.697753,18000000,44,5,2880,141774679
1.692141,65000000,36,5,3126,117487473
1.581446,28000000,97,1,4746,60780981
1.456526,16000000,34,4,1115,66468332
1.450364,45000000,34,5,2370,141220678
1.447916,90000000,29,2,3732,347325802
1.446063,45000000,82,1,7203,104876233
1.406682,17000000,37,2,6104,209947037
1.213215,25000000,22,4,695,80936232
1.20913,22000000,45,2,1464,33788161
1.195555,28000000,54,1,1860,77516304
1.134012,60000000,34,5,910,93375151
1.131878,68000000,110,4,3768,203388341
1.065364,25000000,23,5,912,64437847
1.063015,92000000,59,4,2052,143049560
1.062734,102000000,92,5,3636,147080413
1.061903,40000000,62,4,1970,141069860
0.976997,30000000,36,2,410,17833000
0.974222,137000000,82,5,1285,85131830
0.945429,42000000,60,2,575,35402320
0.913069,70000000,47,5,932,176104344
0.90472,40000000,71,4,1350,91753202
0.899764,10000000,27,5,2304,59217789
0.875299,35000000,57,1,2394,74558115
0.865407,72000000,60,1,1078,27642707
0.844235,60000000,54,3,1075,105178561
0.813396,3000000,13,2,1344,18492362
0.798104,35000000,53,2,1225,94728529
0.787835,48000000,51,5,1305,85498534
0.781747,19800000,59,4,642,87754044
0.774598,11000000,10,5,552,16000000
0.746989,57000000,115,3,1290,147845033
0.742951,23000000,35,1,996,36642838
0.731548,22000000,67,4,2044,40270895
0.693522,57000000,68,1,500,16991902
0.676114,48000000,58,1,2310,50315140
0.65104,50000000,50,1,636,100020092
0.635377,21150000,9,3,300,39438674
0.625438,11000000,49,4,816,13110448
0.612923,53000000,54,5,255,29700000
0.589432,31000000,49,1,360,24185781
0.578315,30000000,44,1,540,23619609
0.572909,60000000,89,3,420,56359980
0.565877,32000000,56,1,372,40222729
0.561179,80000000,65,5,1810,98376292
0.554186,107000000,65,4,1518,87713825
0.530703,1500000,25,2,564,373967
0.526992,68000000,100,5,1302,71069884
0.522846,4000000,51,4,642,44909486
0.521071,17700000,19,3,610,30987695
0.510452,50000000,31,3,260,79958599
0.509878,21000000,70,2,225,28008462
0.499611,40000000,66,2,942,65754228
0.499301,12000000,16,4,756,31155435
0.493288,11000000,16,3,148,23430766
0.472538,72000000,50,4,492,37317558
0.471789,62000000,79,2,425,18720175
0.467091,100000,41,2,168,490475
0.453846,2079000,7,5,224,4099000
0.451722,28000000,56,2,540,14010832
0.447612,22000000,56,2,375,19351569
0.443923,48000000,56,1,324,35743308
0.439101,75000000,58,2,640,13596911
0.421293,14000000,14,2,215,10424470
0.414311,38000000,53,5,15030,207283925
0.40848,6000000,41,5,150,705308
0.405522,13000000,25,2,1164,91038276
0.386262,35000000,53,3,2335,147934180
0.38279,35000000,72,2,504,29400000
0.381751,75000000,90,1,1038,67631903
0.380227,22000000,21,5,580,84772742
0.379856,15000000,58,1,230,12000000
0.541416,13000000,27,5,342,16929123
0.20867,94000000,42,3,360,54744738
0.348262,24000000,24,4,168,14782676
0.328665,35000000,49,2,130,13678913
0.324227,87000000,94,2,4632,351692268
0.323191,75000000,77,1,250,54249294
0.501163,10000000,7,2,252,44460850
0.299969,34000000,42,2,140,19693891
0.274314,5000000,34,5,978,295206
0.353327,1500000,21,2,468,416925
0.269944,12000000,16,1,90,17292381
0.263042,75000000,52,2,148,5409517
0.251798,250000,53,2,60,4186931
0.239869,11000000,22,1,80,23978402
0.167033,93000000,44,5,6830,368780809
0.20688,57000000,83,2,335,62112895
0.195196,1000000,10,3,110,10013424
0.191566,40000000,28,1,160,27053815
0.189393,7000000,45,2,95,3646994
0.185009,700000,24,2,65,1667192
0.164669,6000000,29,4,60,2025238
0.26321,11000000,17,2,155,13276953
0.148963,10000000,17,1,68,7316658
0.12891,7000000,9,4,75,10229331
0.128169,15000000,42,5,30,163169
0.126065,5000000,55,5,95,5476060
0.089976,16000000,38,5,203,29381649
8.466668,185000000,103,5,67456,1001921825
5.678119,180000000,8,5,29463,521311860
4.977955,140000000,88,3,43540,585174222
3.647612,25000000,59,2,21525,226830568
3.16167,185000000,84,5,7685,786636033
3.107665,37000000,47,4,10065,392616625
3.086676,200000000,42,1,12894,586090727
3.036644,130000000,95,5,11628,631744560
2.90047,19000000,41,1,835,18755936
2.543535,52000000,86,5,4830,609841637
2.537342,150000000,83,4,13293,333932083
2.511394,145000000,46,5,4130,401128639
2.349544,150000000,58,5,11208,163712074
2.245306,33000000,26,4,12663,269958228
2.217084,150000000,61,1,6882,603900354
2.188028,85000000,45,5,5562,160388063
2.017536,85000000,75,2,5410,222231186
1.996757,45000000,34,5,3520,101702060
1.982998,75000000,87,5,10020,258270008
1.929591,15000000,13,5,10829,377910544
1.886872,30000000,34,4,3595,108979549
1.845165,75000000,66,4,4350,200276000
1.841839,105000000,21,2,2930,266000000
1.800286,150000000,67,5,10584,624029371
1.742288,15000000,71,1,8449,42000000
1.682909,35000000,68,5,2865,170000000
1.628345,225000000,12,5,5346,419651413
1.622426,92000000,77,2,5820,188072649
1.611632,80000000,62,1,3870,178066569
1.61062,12500000,30,5,5222,20416563
1.605544,50000000,42,2,3420,113244290
1.583079,45000000,55,2,3715,73762516
1.561177,23000000,10,2,2214,150816700
1.559851,80000000,73,4,2925,233093859
1.531599,55000000,77,4,8645,168167691
1.499784,25000000,18,2,8238,170764026
1.480497,150000000,38,4,6714,309979994
1.475988,30000000,48,3,4500,105173115
1.468543,130000000,58,4,2466,49554002
1.462377,70000000,45,4,6192,225990978
1.462242,60000000,80,4,4920,244082376
1.446456,70000000,61,1,3180,113280098
1.435434,37000000,99,1,4428,163720069
1.400898,30000000,50,2,3660,160259319
1.380024,60000000,45,4,1510,57490374
1.377239,35000000,46,3,5442,69823199
1.354387,20000000,34,2,2478,64822796
1.351237,65000000,79,5,4068,128107642
1.34132,70000000,62,2,1405,111231041
1.300453,20000000,34,3,1656,41627431
1.273395,27000000,57,2,4314,101624843
1.254928,6000000,39,1,3773,44703995
1.22837,80000000,68,4,2995,212874442
1.210534,20500000,20,4,735,10089373
1.172718,35000000,53,1,1795,85416905
1.169851,35000000,30,2,1428,72436439
1.142055,40000000,88,2,2730,151161491
1.133017,24000000,42,1,2634,42105111
1.121487,80000000,84,5,3185,230685453
1.103468,28000000,60,2,1968,92380927
1.064766,70000000,32,2,2180,72108608
1.054819,15000000,72,2,5558,32002538
1.043504,55000000,54,2,4494,113020255
1.019335,90000000,37,2,1656,162839667
1.01377,12000000,28,3,1902,43493123
0.95684,20000000,75,3,1038,65569869
0.951793,9000000,19,1,1278,32973937
0.943042,80000000,84,4,1105,163733697
0.938555,7000000,7,3,636,8900000
0.931752,25000000,35,2,1495,70442940
0.900342,8500000,11,2,1566,68282844
0.892309,10800000,20,1,2185,113857533
0.885215,62000000,43,5,576,41819064
0.879116,120000000,57,5,970,93945766
0.866771,15000000,52,2,3378,96408652
0.865105,85000000,77,3,3348,297138014
0.826564,55000000,31,3,1458,127906624
0.822759,60000000,102,1,975,73174566
0.802785,15000000,54,2,426,5926410
0.798582,22000000,45,2,588,23530831
0.787623,90000000,53,5,3030,201596308
0.785951,32000000,35,4,2064,51155219
0.774511,35000000,26,2,595,32483410
0.764367,9000000,21,5,1205,82391145
0.759673,20000000,87,4,2275,54586584
0.749838,50000000,44,3,1002,7033683
0.748854,30000000,41,5,1560,68369434
0.743689,20000000,79,4,1182,50907234
0.721663,55000000,47,1,2148,17869048
0.720175,40000000,29,5,1200,84601681
0.715969,25000000,61,3,535,17741298
0.714882,18000000,64,1,3048,25739015
0.709809,12000000,30,2,855,56309766
0.702302,13000000,76,2,222,14894347
0.696406,45000000,48,2,1155,42487390
0.68675,30000000,9,2,728,84646831
0.68078,25000000,58,3,222,11207130
0.666414,25000000,80,5,1122,19844979
0.66173,60000000,88,4,820,39031337
0.651467,11500000,53,4,348,186702
0.646244,20000000,80,1,924,20211394
0.645064,18000000,63,4,116,382174
0.642656,60000000,73,5,1960,163403799
0.634961,30000000,29,3,810,22211426
0.634256,12000000,29,1,260,7070330
0.630893,2000000,4,5,1176,11125849
0.620489,65000000,31,5,1854,415252786
0.615524,15000000,38,2,390,8762890
0.6067,60000000,71,1,870,50877145
0.598695,35000000,31,3,680,25871834
0.595488,11000000,34,1,560,38105395
0.593722,15000000,75,4,125,1143856
0.589941,20000000,47,1,590,149281606
0.57947,35000000,61,4,2580,75225693
0.576989,5000000,51,2,666,16174377
0.531905,8500000,4,4,528,8936663
0.527398,30000000,74,1,708,31148328
0.518011,6000000,59,1,65,69497
0.517412,30000000,54,3,650,63833449
0.513438,7000000,6,2,64,6230276
0.505291,20000000,42,5,180,13204291
0.499165,20000000,59,1,660,5530764
0.498026,60000000,66,5,1025,50650079
0.481188,12000000,18,1,825,40855419
0.480116,3500000,29,2,396,5231128
0.45518,12000000,54,4,456,3148182
0.453602,25000000,59,1,555,2000000
0.451304,27000000,27,2,762,44352417
0.450911,40000000,47,1,273,9793496
0.436441,3500000,25,2,210,1115493
0.436406,16000000,46,1,240,50007546
0.432911,10000000,7,2,160,22896728
0.427023,2000000,5,5,168,38135878
0.421518,37000000,46,5,300,63800345
0.417779,20000000,72,1,735,27640028
0.389554,8376800,9,2,336,13000000
0.382852,3000000,34,1,324,3830137
0.374034,5000000,75,3,205,1296184
0.371517,6000000,50,5,240,2899975
0.368391,25000000,152,1,340,6673422
0.345926,11500000,62,2,318,69564
0.812489,25000000,11,2,390,14109284
0.359217,45000000,38,1,306,9323833
0.335116,20000000,54,1,635,36620508
0.333395,19000000,17,2,288,23550000
0.326352,15000000,38,2,650,3533227
0.32288,8000000,29,2,305,2033165
0.308655,21000000,55,2,170,17600000
0.282905,25100000,62,1,355,29506464
0.280555,500000,6,1,378,33456317
0.278543,7000000,60,3,170,10569964
0.768409,37000000,43,3,915,100076342
0.259988,25000000,33,1,445,30000000
0.659884,27000000,30,1,636,17286299
0.239048,4000000,7,4,246,530048
0.234772,6000000,22,1,72,391410
0.224471,35000000,40,2,186,43650785
0.21503,9100000,6,4,318,76000000
0.352054,200000,18,5,980,3
0.193779,2300000,5,5,108,11100000
0.168979,5000000,40,2,186,4040588
0.281186,6000000,15,2,70,1300000
0.147657,4180000,10,5,55,11000000
0.086287,2500000,8,4,90,107559
0.12731,15000000,53,4,180,317000
0.101795,11000000,6,2,44,15500000
0.021371,3500000,4,3,48,7700000
7.959228,140000000,55,5,30150,370569774
5.903353,15000000,38,2,16429,76175166
5.711315,125000000,61,5,26250,1327817822
4.95513,380000000,74,5,19080,1021683000
4.50453,93000000,50,2,15468,482860185
4.12352,150000000,67,3,26910,444115007
3.596188,40000000,53,1,12408,173930596
3.355611,50000000,81,2,1890,28931401
3.186679,40000000,57,2,4068,51070807
2.994474,32000000,42,3,11676,147332697
2.95274,145000000,67,4,18216,694713380
2.924415,50000000,94,5,9462,142851197
2.776061,90000000,58,4,11753,232617430
2.754426,27000000,86,3,17115,161849455
2.726573,150000000,109,5,7242,665692281
2.690458,80000000,87,2,6060,214918407
2.686643,35000000,80,5,8502,117000000
2.657014,110000000,38,1,11136,299268508
2.633754,35000000,56,5,8196,150483765
2.604249,20000000,52,5,4765,216197492
2.579776,125000000,56,4,16260,334615000
2.454226,200000000,72,5,6385,559852396
2.419805,200000000,67,5,8270,219851172
2.411533,80000000,48,5,15606,254455986
2.252505,25000000,49,2,5154,147780440
2.2343,130000000,47,1,8688,371940071
2.208685,32500000,36,3,6870,288383523
2.164361,36000000,53,2,2115,83160734
2.026717,50000000,12,5,9162,260095987
1.972826,82000000,29,3,5035,89792502
1.934043,42000000,48,3,2665,89162162
1.888096,110000000,45,3,8290,712171856
1.885979,6500000,28,1,2748,17693675
1.825552,55000000,50,5,2325,187361754
1.821261,32000000,75,5,3492,54674226
1.794214,50000000,31,2,6096,144492830
1.710793,90000000,50,3,9180,484635760
1.644472,15000000,48,5,4557,133432856
1.64314,80000000,94,5,1635,169852759
1.640256,163000000,81,5,6815,174822325
1.592819,66000000,31,4,3666,177584879
1.531633,8000000,64,1,4638,39187783
1.499109,135000000,83,3,8310,245724603
1.493933,52000000,62,2,2200,75450437
1.488615,170000000,68,4,7542,185770160
1.482692,40000000,77,3,3492,85412898
1.481016,57000000,57,4,3008,149217355
1.470363,15000000,43,3,3546,59389433
1.46909,66000000,101,1,2640,57777106
1.465299,37000000,40,2,1600,96047633
1.425344,30000000,11,3,1044,14460000
1.407986,75000000,46,2,2945,132274484
1.388994,8000000,33,2,648,1749457
1.367727,30000000,54,5,7819,151119219
1.344998,60000000,38,5,2195,78309131
1.285106,12000000,44,4,1095,22939027
1.246852,25000000,46,1,5376,23057115
1.246595,35000000,49,1,3155,82087155
1.246283,30000000,52,2,4674,130786397
1.241191,50200000,66,3,6582,127869379
1.240414,75000000,33,4,2980,226904017
1.22871,250000,25,1,1542,3542353
1.215505,30000000,89,5,1090,36160375
1.213405,40000000,63,2,6858,97552050
1.205338,40000000,33,5,3324,60965854
1.19533,70000000,24,3,5205,202466756
1.176723,47000000,7,2,2465,157887643
1.128994,30000000,33,1,996,2527904
1.123666,79000000,70,4,1484,149673788
1.120851,20000000,48,1,2340,30426096
1.11981,40000000,65,2,2265,88100000
1.116674,6400000,45,1,1272,35057696
1.111078,50000000,67,4,3534,120081841
1.107689,30000000,26,4,1236,64626786
1.105855,25000000,50,2,7392,124272124
1.102011,25000000,52,4,5730,77278331
1.081676,50000000,90,1,5394,110206216
1.079441,7000000,37,1,2415,6038942
1.074793,16000000,19,2,665,40492759
1.071695,130000000,67,1,288,554987477
1.058342,120000000,64,2,4270,227817248
1.055533,35000000,28,5,1080,59901913
1.054256,90000000,28,2,1910,48795021
1.048895,45000000,32,1,4134,160078586
1.045866,60000000,112,1,5112,135458097
1.038162,41000000,66,1,760,7448385
1.029084,17000000,27,2,3042,43165571
1.024786,19000000,30,4,1116,35387212
1.013771,35000000,33,1,2874,28128670
1.013101,75000000,91,4,2940,152930623
1.011185,56000000,93,4,2395,142044638
1.004841,49900000,67,3,1445,26121638
0.941604,5000000,5,5,820,25562924
0.93488,17000000,50,2,1968,24922237
0.93092,130000000,51,4,1160,150406466
0.929466,40000000,44,3,2994,97138686
0.921653,150000000,35,3,645,38992758
0.91973,14350531,9,5,2562,3964682
0.917718,21000000,26,3,762,72417394
0.907952,40000000,100,4,3241,55247881
0.904531,75000000,41,4,1540,342695435
0.903312,21000000,56,2,864,970816
0.897265,25000000,45,1,375,10324441
0.895829,10000000,74,4,1860,136836156
0.879003,110000000,35,5,3985,563749323
0.863804,30000000,47,3,4824,63782078
0.852907,12468389,12,1,435,29007412
0.846188,5000000,30,2,918,3142154
0.846125,3500000,56,1,1878,19504039
0.827785,36000000,79,2,1675,189712432
0.815155,15774948,42,5,1854,741875
0.808336,20000000,38,1,3540,177243185
0.806735,63000000,44,3,1140,183953723
0.806361,45000000,80,1,1170,24000000
0.802769,6000000,56,5,1164,19560274
0.80048,10000000,77,2,995,17273593
0.786615,10000000,45,5,220,610986
0.785489,24000000,47,1,1596,63543328
0.780318,36000000,85,1,895,9612469
0.779648,25000000,64,1,2292,27603069
0.779536,100000,8,5,1794,1776935
0.771868,12500000,91,1,3546,75993061
0.760503,195000000,62,5,14736,1123746996
0.760193,5000000,9,1,2436,205703818
0.747362,70000000,83,2,1020,67112664
0.734516,19000000,36,3,720,6928068
0.70252,4000000,15,3,462,25345000
0.699052,45000000,59,4,1968,165184237
0.688697,27000000,29,2,500,85564310
0.687144,9500000,49,3,984,120000
0.666454,17000000,80,1,855,12355798
0.661178,40000000,40,3,900,45735397
0.658095,25000000,61,2,1260,27122040
0.656612,25000000,35,4,1065,34942188
0.644723,2000000,8,2,392,42070
0.626306,15000000,23,1,215,868439
0.604152,750000,13,4,520,78396
0.601594,8000000,13,1,558,163265
0.597001,7700000,57,2,380,1072602
0.588821,35000000,65,4,2140,84606030
0.587045,30000000,17,2,965,108609310
0.58425,24000000,34,1,470,30551495
0.580694,15000000,56,1,1540,27462041
0.578282,18000000,49,3,1350,47088990
0.570978,28000000,25,2,1685,40547440
0.570634,4798235,22,2,1458,209696
0.566856,30000000,52,3,344,13521829
0.539108,20000000,47,3,145,17479
0.530139,38000000,44,3,3348,114156230
0.528255,50000000,67,1,1175,38502340
0.524684,10000000,7,5,162,1759252
0.52043,1,19,5,275,1378
0.512775,12000000,79,4,315,972512
0.509532,5000000,27,4,1488,3099314
0.506031,8000000,6,3,390,10130000
0.49518,4317946,5,2,336,14624826
0.487945,1000000,7,1,306,34522221
0.484734,40000000,48,4,275,5446000
0.482368,10000000,53,1,1176,3665069
0.475663,32000000,20,2,1115,83615414
0.46351,93,15,2,235,2500000
0.455555,37000000,68,1,618,95404397
0.44615,29000000,17,2,354,33662874
0.436803,125000000,71,3,11137,626137675
0.434506,2500000,5,4,140,3358
0.43132,10000000,5,4,186,303877
0.429826,4000000,47,4,114,355688
0.423412,6600000,42,5,222,37710610
0.419201,2000000,9,2,315,13101672
0.414629,8000000,8,1,180,100915
0.524527,125000,23,1,576,3200000
0.410616,20000000,21,5,1795,17425000
0.410207,10831173,41,3,522,10654385
0.395082,14000000,80,1,175,46495
0.381174,17000000,41,1,665,3696232
0.372627,930000,22,5,235,30905
0.37054,13000000,47,4,1998,114956699
0.548602,4000000,42,2,685,1104682
0.363036,19100000,10,2,756,5728213
0.352084,4000000,28,3,217,253899
0.339565,28000000,12,1,370,10126458
0.567753,3000000,14,5,420,672648
0.334274,25000000,11,3,270,53213633
0.318142,15000000,9,3,148,4627375
0.307661,25000000,45,1,762,11790979
0.283696,8000000,48,4,408,5634828
0.263908,134005,28,5,48,1332231
0.244803,6000000,33,2,112,5206
0.243777,8000,5,1,672,469947
0.198863,500000,6,1,440,171760
0.226575,13000000,11,2,450,98441954
0.195283,17000,5,3,144,101236
0.193681,10000000,55,1,690,4417580
0.189663,3000000,21,3,430,22000
0.181427,45202,4,2,406,225861
0.164515,160000000,69,5,25557,344420111
0.331313,250000,4,4,329,1000000
0.135239,9000000,35,2,324,18663238
0.098896,20,5,3,90,15
8.095275,79000000,67,4,35798,926287400
6.012584,100000000,43,4,24206,876688482
4.467513,59000000,61,3,13620,383257136
3.628943,60000000,77,5,18207,214034224
3.326646,33000000,31,3,7590,102441078
3.241129,139000000,92,5,19020,821708551
3.128314,120000000,103,5,15294,649398328
2.973115,52000000,108,4,15939,352114312
2.388226,140000000,62,5,9750,441818803
2.364204,35000000,22,1,6566,120072577
2.103595,102000000,77,5,9570,358372926
2.095296,80000000,12,5,4086,145771527
1.955546,21000000,36,1,6714,43928932
1.936728,70000000,73,2,4245,277448382
1.936492,140000000,45,4,3815,109578115
1.846196,140000000,51,4,3460,431971116
1.839408,5000000,17,1,6090,82719885
1.809883,55000000,58,4,1405,154906693
1.778527,54000000,49,3,5766,155010032
1.75153,100000000,110,4,6408,193772504
1.694723,48000000,69,3,4020,196397415
1.594587,120000000,33,5,1830,169956806
1.568528,5000000,29,3,3420,38275483
1.558805,41000000,37,4,5664,215000000
1.525009,50000000,70,5,1895,171269535
1.496493,3500159,30,3,1854,76578641
1.486895,60000000,47,4,1315,93354918
1.381699,72000000,56,2,5430,408247917
1.359987,48000000,37,1,4860,249348933
1.297822,11000000,28,2,4074,41227069
1.271588,5000000,12,2,2370,368744044
1.263507,27000000,51,3,2166,129000000
1.216798,85000000,65,2,1210,78382433
1.20464,13000000,82,1,3174,97837138
1.204615,60000000,28,4,1746,67312826
1.191235,20000000,62,4,5562,5359645
1.182695,8000000,79,2,490,16856124
1.17681,25000000,104,4,1296,108846072
1.165599,80000000,61,5,4298,181001478
1.15929,63000000,32,5,2785,296633907
1.118663,65000000,23,1,870,172855065
1.111488,46000000,77,5,3384,113714830
1.090465,35000000,21,1,1325,68349884
1.064405,84000000,36,5,2005,275650703
1.040588,80000000,52,5,2814,122563539
1.039674,55000000,66,2,300,6416302
1.025158,60000000,37,3,2100,165333180
1.011362,70000000,85,1,665,33561137
1.005772,4000000,18,1,1645,35564473
1.005627,15000000,73,4,1854,13060843
0.9858,1300000,9,2,305,447741
0.958182,68,87,5,1280,193
0.936666,75000000,60,3,1992,114660784
0.925495,5000000,14,1,1182,64282312
0.91537,12000000,37,2,1407,56298474
0.90146,50000000,46,3,846,56714147
0.898884,19000000,100,4,2233,32801173
0.895023,30000000,50,1,1344,180622424
0.880807,12000000,40,3,450,75781642
0.8757,15000000,67,4,198,9237470
0.875247,80000000,28,3,1705,123729176
0.872572,20000000,47,2,360,12398628
0.821206,43000000,76,3,820,68696770
0.784565,115000000,82,5,1035,77628265
0.782771,36000000,69,2,2219,102244770
0.76758,50000000,42,5,828,119137784
0.742412,45000000,86,3,845,94935764
0.74198,25000000,70,1,1608,17000000
0.72233,100000000,83,5,876,35168966
0.698611,35000000,11,2,585,45479110
0.683151,38000000,74,2,1300,119723358
0.682409,38000000,37,5,918,51801187
0.68142,20000000,33,4,306,33526835
0.678896,20000000,6,2,1044,109862682
0.646373,40000000,43,3,285,16872671
0.645437,14000000,26,2,145,6413915
0.608347,45000000,71,4,2166,306776732
0.600563,12000000,43,2,1170,52223306
0.600189,35000000,42,4,378,16838910
0.581487,40000000,103,1,220,22433915
0.573736,60000000,73,5,1760,43061982
0.570851,85000000,102,3,740,77741732
0.569957,42000000,83,3,546,63781810
0.560536,21000000,72,1,138,10011050
0.558747,70000000,97,2,690,32287044
0.557277,30000000,53,4,1002,105834556
0.548844,25000000,33,2,480,51842679
0.545907,50000000,52,2,445,26199517
0.54375,47000000,44,4,980,30002758
0.534397,35000000,51,1,486,29882645
0.53098,30000000,49,4,170,27674124
0.5076,32000000,47,2,675,55157539
0.49789,13500000,82,1,342,29027914
0.494021,20000000,45,3,252,75597042
0.485311,70000000,57,5,605,65977295
0.482312,30000000,103,4,822,33013805
0.455247,70000000,48,1,140,19924033
0.445162,30000000,58,1,360,6916869
0.440499,26000000,16,3,188,38793283
0.431515,13000000,25,5,424,37664855
0.427389,18000000,50,2,210,676698
0.416292,15000000,37,2,475,52970014
0.400097,6500000,32,2,366,12633747
0.373221,8000000,40,1,161,27362712
0.364807,12500000,48,4,456,23367586
0.357389,9000000,41,1,240,4777465
0.346922,10000000,40,1,104,598645
0.346465,20000000,28,1,256,8586376
0.342912,500000,22,2,260,150277
0.462287,12000000,42,2,495,61141030
0.912373,100000000,80,2,300,7103973
0.246694,25000000,51,1,80,10719357
0.299006,78000000,90,1,3852,209196298
0.294923,29000000,26,2,220,16930185
0.281325,60000000,47,2,606,52322400
0.278771,20000000,23,4,366,57588485
0.23421,14000000,43,3,132,25482931
0.231392,40000000,20,2,138,18902015
0.22758,7000000,63,1,90,2062066
0.225324,10000000,11,5,85,11411644
0.214587,25000000,64,1,138,10113733
0.192065,2000000,38,2,48,2506446
0.185041,40000000,54,3,210,8493890
0.132296,25000000,23,5,230,41604473
0.111966,4000000,15,1,96,146402
0.017708,40000,6,2,70,1434436
8.093754,8000000,143,1,42744,213928762
7.192039,25000000,67,1,46032,28341469
6.715966,55000000,69,5,38848,677945399
4.782688,45000000,40,5,24423,788241776
2.536898,30000000,93,5,6072,350448145
