popularity,budget,cast,release_date,voteScore,revenue,runtime,release_year,genres
0.743639,45000000,1,2,1674,50871113,103.0,2005.0,"['Action', 'Crime']"
0.738384,45000000,0,5,260,16809014,103.0,2005.0,"['Comedy', 'Family']"
0.737768,35000000,0,3,695,68915888,105.0,2005.0,"['Comedy', 'Romance']"
0.733587,169000,2,4,438,18564702,103.0,2005.0,['Comedy']
0.726858,35000000,2,1,390,30526509,122.0,2005.0,"['Comedy', 'Crime', 'Drama', 'Thriller']"
0.722961,2000000,1,1,510,5967038,120.0,2005.0,"['Crime', 'Drama', 'Thriller', 'Action']"
0.719502,55000000,2,1,2562,223387299,98.0,2005.0,"['Thriller', 'Drama', 'Mystery']"
0.718616,30000000,0,2,800,35294470,109.0,2005.0,['Thriller']
0.709235,10000000,3,5,1092,45742101,105.0,2005.0,"['Comedy', 'Drama', 'Mystery', 'Romance']"
0.707056,20000000,3,1,735,12482775,101.0,2005.0,"['Comedy', 'Drama']"
0.699883,1000000,0,2,630,27762648,99.0,2005.0,"['Horror', 'Thriller']"
0.694404,15000000,0,5,855,46770602,93.0,2005.0,['Horror']
0.681157,28000000,1,1,2905,186438883,136.0,2005.0,"['Drama', 'Music', 'Romance']"
0.665701,30000000,0,3,1152,42886719,107.0,2005.0,['Comedy']
0.664688,40000000,0,4,726,46442528,117.0,2005.0,['Drama']
0.663861,45000000,1,5,510,56070433,95.0,2005.0,"['Romance', 'Comedy', 'Family']"
0.663398,4000000,0,2,264,866999,101.0,2005.0,"['Adventure', 'Fantasy', 'Drama', 'Science Fiction', 'Family']"
0.661616,35000000,0,2,375,19294901,97.0,2005.0,"['Horror', 'Comedy']"
0.661473,50000000,0,1,972,8342132,99.0,2005.0,"['Mystery', 'Thriller', 'Drama']"
0.643145,25000000,0,3,480,27645491,98.0,2005.0,['Comedy']
0.636922,82000000,0,5,2658,190320568,113.0,2005.0,"['Comedy', 'Drama']"
0.635843,3000000,0,1,648,18637690,94.0,2005.0,['Comedy']
0.635481,32000000,0,2,675,97918663,95.0,2005.0,"['Comedy', 'Family', 'Adventure', 'Romance']"
0.6269,80000000,0,5,232,5989640,110.0,2005.0,"['Thriller', 'Science Fiction', 'Adventure', 'Action']"
0.608364,18000000,0,1,340,46201432,100.0,2005.0,"['Horror', 'Thriller']"
0.606286,135000000,1,5,975,76932943,121.0,2005.0,['Action']
0.600522,15000000,0,2,798,47175038,88.0,2005.0,"['Comedy', 'Romance']"
0.592369,25000000,1,1,186,2405420,95.0,2005.0,"['Action', 'Adventure', 'Fantasy', 'Horror']"
0.571693,130000000,1,3,1215,119269486,124.0,2005.0,"['Action', 'Adventure', 'Comedy', 'Drama', 'Mystery']"
0.564298,10000000,0,5,420,17297244,96.0,2005.0,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']"
0.561685,7000000,1,1,1212,49084830,114.0,2005.0,"['Crime', 'Drama']"
0.558258,35000000,1,3,690,19478106,76.0,2005.0,"['Animation', 'Family', 'Adventure']"
0.55197,25000000,1,2,1236,82466670,129.0,2005.0,"['Drama', 'Mystery', 'Thriller']"
0.548166,950000,0,2,2118,7022209,103.0,2005.0,"['Drama', 'Thriller']"
0.543159,40000000,0,5,1670,68766121,113.0,2005.0,['Horror']
0.538043,80000000,0,2,318,10166502,132.0,2005.0,"['Action', 'Adventure', 'Drama', 'History', 'War']"
0.534781,50000000,1,1,1662,22944502,127.0,2005.0,"['Action', 'Crime']"
0.511084,25000000,0,5,365,36351350,105.0,2005.0,"['Comedy', 'Romance']"
0.509129,50000000,0,5,592,69425966,92.0,2005.0,"['Adventure', 'Fantasy', 'Action', 'Family']"
0.500883,25000000,0,1,448,15431177,120.0,2005.0,"['Drama', 'Family']"
0.484314,15000000,2,4,450,12036149,121.0,2005.0,"['Adventure', 'Crime', 'Drama', 'Mystery', 'Western']"
0.466529,1000000,0,1,310,10047674,90.0,2005.0,"['Horror', 'Thriller']"
0.463862,30000000,0,5,714,27610873,118.0,2005.0,['Drama']
0.463596,10000000,0,2,625,91196419,101.0,2005.0,"['Drama', 'Horror', 'Thriller']"
0.45648,475000,0,2,1062,3919254,110.0,2005.0,"['Drama', 'Mystery']"
0.453059,30000000,0,5,152,251495,117.0,2005.0,"['Horror', 'Thriller', 'Drama']"
0.449627,30000000,2,4,942,30536013,135.0,2005.0,"['Drama', 'History', 'Romance']"
0.449064,14200000,0,5,198,674918,139.0,2005.0,['Drama']
0.444301,35000000,0,5,1460,86369815,100.0,2005.0,"['Adventure', 'Comedy', 'Family']"
0.443094,900000,0,1,170,381420,96.0,2005.0,"['Drama', 'Thriller']"
0.441927,26000000,0,2,1350,57891803,85.0,2005.0,"['Horror', 'Thriller']"
0.42232,7000000,0,1,910,2697930,106.0,2005.0,"['Comedy', 'Drama']"
0.406323,1500000,2,3,132,712294,111.0,2005.0,['Drama']
0.405822,45000000,0,4,720,72028752,90.0,2005.0,"['Comedy', 'Family', 'Romance']"
0.390848,45000000,0,4,420,38058335,134.0,2005.0,"['Comedy', 'Music']"
0.387304,818418,0,1,336,4851244,152.0,2005.0,['Drama']
0.37807,8000000,0,5,300,22201636,116.0,2005.0,['Drama']
0.374704,1000000,0,4,390,13350369,103.0,2005.0,['Drama']
0.370396,20000000,0,2,222,10442808,96.0,2005.0,"['Action', 'Fantasy', 'Horror', 'Thriller']"
0.369596,20000000,0,2,364,67192859,89.0,2005.0,"['Thriller', 'Horror', 'Drama', 'Mystery']"
0.367248,13000000,0,5,636,23727301,129.0,2005.0,"['Comedy', 'Drama', 'Romance']"
0.332997,30000000,0,2,555,15007991,97.0,2005.0,"['Action', 'Adventure', 'Horror', 'Thriller']"
0.330618,40000000,0,4,534,31670620,135.0,2005.0,"['Comedy', 'Drama', 'Music', 'Romance']"
0.326577,1500000,0,1,708,11098131,81.0,2005.0,"['Comedy', 'Drama']"
0.290754,2000000,0,2,102,653621,92.0,2005.0,['Documentary']
0.287286,7500000,0,3,45,143000,97.0,2005.0,"['Action', 'Horror', 'Science Fiction']"
0.285062,1549000,0,5,198,7096000,107.0,2005.0,"['Action', 'Crime', 'Thriller', 'Drama']"
0.278997,4750000,0,5,124,206871,98.0,2005.0,"['Fantasy', 'Horror', 'Thriller']"
0.270403,10284523,0,1,155,11588205,104.0,2005.0,"['Comedy', 'Drama', 'Romance']"
0.269437,35000000,3,2,378,25224242,126.0,2005.0,['Drama']
0.401768,450000,0,1,84,973525,84.0,2005.0,"['Drama', 'Romance']"
0.252383,8000000,0,5,165,852872,112.0,2005.0,"['Drama', 'Romance']"
0.246144,12000000,0,1,132,84967,92.0,2005.0,"['Comedy', 'Drama', 'Romance']"
0.242227,30000000,1,5,170,34252847,113.0,2005.0,"['Comedy', 'Family']"
0.198611,14000000,1,2,210,32645546,106.0,2005.0,"['Comedy', 'Drama', 'Family']"
0.195984,25000000,0,5,708,13411957,107.0,2005.0,['Drama']
0.191177,2000000,0,1,721,5048693,104.0,2005.0,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']"
0.183927,9600000,0,1,78,4386236,144.0,2005.0,"['Drama', 'Romance']"
0.177398,30000000,1,5,565,25473093,105.0,2005.0,"['Drama', 'Horror', 'Thriller']"
0.151442,3000000,0,1,105,11718595,100.0,2005.0,"['Comedy', 'Documentary', 'Music']"
0.149319,14000000,1,1,50,6856989,104.0,2005.0,"['Drama', 'Family']"
0.141937,8000000,0,1,50,2019009,124.0,2005.0,['Drama']
0.075624,3000000,0,2,252,9879971,94.0,2005.0,"['Crime', 'Drama']"
5.838503,50000000,0,2,6090,111340801,106.0,2006.0,"['Fantasy', 'Action', 'Science Fiction', 'Thriller']"
4.205992,200000000,0,5,19086,1065659812,151.0,2006.0,"['Adventure', 'Fantasy', 'Action']"
3.941265,120000000,1,5,14016,461983149,117.0,2006.0,"['Animation', 'Adventure', 'Comedy', 'Family']"
3.78958,150000000,1,4,19166,599045960,144.0,2006.0,"['Adventure', 'Action', 'Thriller']"
3.655536,125000000,2,5,9510,758239851,149.0,2006.0,"['Thriller', 'Mystery']"
3.206696,12000000,0,2,3714,114194847,104.0,2006.0,"['Music', 'Drama', 'Romance', 'Crime']"
3.145562,80000000,0,3,10650,660940780,91.0,2006.0,"['Animation', 'Family', 'Comedy', 'Adventure']"
3.098051,150000000,1,5,8178,397850012,126.0,2006.0,"['Adventure', 'Action', 'Thriller']"
3.03143,35000000,4,5,12411,326551094,109.0,2006.0,"['Comedy', 'Drama', 'Romance']"
2.81975,90000000,4,1,18445,289847354,151.0,2006.0,"['Drama', 'Thriller', 'Crime']"
2.606305,85000000,1,4,4488,194168700,136.0,2006.0,"['Comedy', 'Romance']"
2.582095,40000000,3,1,17633,109676311,130.0,2006.0,"['Drama', 'Mystery', 'Thriller']"
2.313345,110000000,1,1,9432,574480841,108.0,2006.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
2.160936,25000000,2,1,3636,135330182,143.0,2006.0,['Drama']
2.108369,76000000,3,1,8477,69959751,109.0,2006.0,"['Drama', 'Action', 'Thriller', 'Science Fiction']"
1.957331,270000000,2,5,4170,391081192,154.0,2006.0,"['Adventure', 'Fantasy', 'Action', 'Science Fiction']"
1.930735,18000000,0,4,5874,261572744,82.0,2006.0,['Comedy']
1.888746,82500000,1,5,6365,237681299,107.0,2006.0,"['Comedy', 'Drama', 'Fantasy', 'Romance']"
1.76935,52000000,0,5,2600,204999686,106.0,2006.0,"['Romance', 'Comedy']"
1.747256,45000000,5,3,6930,184376254,129.0,2006.0,"['Crime', 'Drama', 'Thriller']"
1.615244,80000000,0,3,3702,155019340,83.0,2006.0,"['Comedy', 'Animation', 'Family']"
1.6128,50000000,0,1,4529,132180323,147.0,2006.0,"['Crime', 'Fantasy', 'Drama']"
1.60314,100000000,2,4,9758,170877916,143.0,2006.0,"['Drama', 'Thriller', 'Action']"
1.526073,12000000,0,2,4392,42931041,88.0,2006.0,"['Action', 'Thriller', 'Crime']"
1.520387,27000000,2,2,5509,56308881,110.0,2006.0,"['Drama', 'Thriller', 'Crime', 'Mystery']"
1.51114,40000000,0,2,1968,120455994,120.0,2006.0,"['Adventure', 'Drama', 'Family']"
1.498538,25000000,0,2,2675,117719158,93.0,2006.0,"['Horror', 'Mystery']"
1.498352,50000000,0,3,3480,97607453,125.0,2006.0,"['Horror', 'Mystery']"
1.470711,20000000,0,3,2370,33889159,105.0,2006.0,"['Comedy', 'Drama', 'Family', 'Romance']"
1.432839,35000000,2,1,2226,15304890,96.0,2006.0,"['Drama', 'Adventure', 'Science Fiction', 'Romance']"
1.411147,100000000,1,4,4380,384335608,108.0,2006.0,"['Music', 'Animation', 'Comedy', 'Family']"
1.409773,24000000,0,4,2730,155721132,102.0,2006.0,['Drama']
1.390297,149000000,1,1,2928,64459316,85.0,2006.0,"['Adventure', 'Animation', 'Comedy', 'Family']"
1.363623,80000000,0,3,685,37384046,94.0,2006.0,"['Family', 'Animation']"
1.35007,75000000,2,4,5172,180557550,126.0,2006.0,"['Action', 'Thriller', 'Science Fiction']"
1.296272,100000000,1,4,2144,249288105,104.0,2006.0,"['Fantasy', 'Action', 'Adventure', 'Family']"
1.259442,40000000,2,5,2334,114830111,99.0,2006.0,"['Romance', 'Drama', 'Mystery']"
1.241836,45000000,0,3,1840,178262620,83.0,2006.0,['Comedy']
1.235478,75000000,0,5,3006,140175006,91.0,2006.0,"['Animation', 'Comedy', 'Family', 'Fantasy']"
1.223177,50000000,1,3,1210,88715192,97.0,2006.0,['Comedy']
1.21726,40000000,0,4,4669,120175290,139.0,2006.0,"['Thriller', 'Action', 'Adventure', 'Drama']"
1.211868,50000000,5,5,1140,55181129,88.0,2006.0,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']"
1.20839,15000000,0,3,2154,69623713,107.0,2006.0,"['Horror', 'Thriller']"
1.194602,28000000,0,5,1355,38159905,103.0,2006.0,"['Comedy', 'Drama', 'Family', 'Fantasy', 'Romance']"
1.18228,85000000,1,4,870,59908565,167.0,2006.0,"['Drama', 'Thriller', 'History']"
1.1334,30000000,0,3,1280,31070211,88.0,2006.0,"['Science Fiction', 'Action', 'Thriller']"
1.114239,135000000,1,5,1415,163794509,134.0,2006.0,"['Action', 'Adventure', 'Crime', 'Thriller']"
1.110072,18000000,0,5,1236,41009669,87.0,2006.0,['Comedy']
1.109411,31000000,0,3,738,28000000,125.0,2006.0,['Drama']
1.103135,90000000,0,1,1848,65900249,132.0,2006.0,"['War', 'Drama', 'History']"
1.102933,2000000,0,5,468,5179037,101.0,2006.0,"['Romance', 'Drama', 'Comedy']"
1.057194,50000000,0,2,340,69834815,86.0,2006.0,"['Adventure', 'Animation', 'Comedy', 'Family']"
1.038954,40000000,2,1,716,38755073,102.0,2006.0,"['Mystery', 'Thriller', 'Horror']"
1.027989,17000000,0,4,1836,57103895,109.0,2006.0,"['Action', 'Comedy', 'Crime', 'Thriller']"
0.987722,50000000,1,3,1255,87528173,99.0,2006.0,"['Comedy', 'Family', 'Adventure']"
0.969469,65000000,1,4,642,43545364,124.0,2006.0,['Drama']
0.965931,40000000,0,2,6769,86915017,110.0,2006.0,"['Fantasy', 'Drama', 'Thriller', 'Romance']"
0.941481,17500000,0,2,440,19179969,110.0,2006.0,['Comedy']
0.92958,25000000,1,3,450,5549200,96.0,2006.0,"['Drama', 'Action', 'Thriller', 'Crime']"
0.928134,55000000,3,1,255,9450897,125.0,2006.0,"['Drama', 'Thriller']"
0.920528,40000000,0,2,1155,138259062,99.0,2006.0,"['Comedy', 'Crime']"
0.916551,70000000,0,3,404,38629478,114.0,2006.0,"['Crime', 'Mystery', 'Thriller']"
0.913299,5000000,0,5,1170,26888376,97.0,2006.0,['Comedy']
0.912871,72500000,0,2,1644,162966177,116.0,2006.0,['Comedy']
0.890909,55000000,0,4,9744,307077295,117.0,2006.0,['Drama']
0.883222,40000000,0,5,2178,60474340,123.0,2006.0,"['Drama', 'History']"
0.87563,37665000,1,2,220,14655628,113.0,2006.0,"['Drama', 'Thriller', 'Crime', 'Mystery']"
0.850959,6000000,1,1,1918,48027970,121.0,2006.0,['Drama']
0.849096,10000000,0,1,3228,163876815,108.0,2006.0,"['Horror', 'Thriller', 'Crime']"
0.848086,30000000,0,1,1956,495303,84.0,2006.0,"['Adventure', 'Comedy', 'Science Fiction']"
0.840205,32000000,0,5,1070,80197993,92.0,2006.0,"['Comedy', 'Family']"
0.838431,50000000,2,1,755,49111202,121.0,2006.0,['Drama']
0.826011,160000000,1,5,1565,181674817,99.0,2006.0,"['Adventure', 'Action', 'Drama', 'Thriller']"
0.793804,17000000,0,3,172,7314027,107.0,2006.0,"['Comedy', 'Drama', 'Family']"
0.788266,16800000,1,2,198,2281089,122.0,2006.0,"['Drama', 'Mystery', 'Romance']"
0.780687,54000000,1,5,1210,130431368,108.0,2006.0,"['Comedy', 'Romance']"
0.778589,8000000,0,5,6664,100523181,102.0,2006.0,"['Comedy', 'Drama']"
0.773044,64000000,0,2,715,101595121,98.0,2006.0,"['Comedy', 'Crime']"
0.743703,12000000,0,1,410,38368909,103.0,2006.0,"['Comedy', 'Romance']"
0.727752,25000000,0,5,770,119188334,110.0,2006.0,"['Drama', 'Horror', 'Thriller']"
0.723825,19000000,0,4,1752,68673228,141.0,2006.0,"['Action', 'Adventure', 'Drama', 'War']"
0.715451,8500000,0,5,1692,5480996,100.0,2006.0,"['Animation', 'Science Fiction', 'Thriller']"
0.713697,30000000,3,1,2268,53653224,113.0,2006.0,"['Comedy', 'Drama', 'Fantasy', 'Romance']"
0.711674,63000000,1,2,1200,162945894,128.0,2006.0,"['Drama', 'History', 'Thriller']"
0.70435,35000000,2,1,1194,42064105,118.0,2006.0,"['Comedy', 'Drama', 'Romance']"
0.702198,12000000,0,2,161,1381665,112.0,2006.0,"['Romance', 'Drama']"
0.701814,15500000,0,4,762,7385434,95.0,2006.0,['Comedy']
0.698297,20000000,0,2,309,48548426,83.0,2006.0,['Comedy']
0.692543,23000000,0,2,1374,38505009,93.0,2006.0,['Comedy']
0.685491,85000000,0,1,2370,197309027,83.0,2006.0,"['Adventure', 'Animation', 'Family']"
0.674705,51000000,0,2,620,72779000,90.0,2006.0,"['Animation', 'Comedy', 'Family']"
0.67078,3700000,0,4,264,3338228,98.0,2006.0,"['Crime', 'Drama', 'Mystery', 'Thriller']"
0.6477,70000000,2,4,876,154937680,134.0,2006.0,['Drama']
0.646745,33000000,0,2,1180,62022014,105.0,2006.0,"['Horror', 'Action', 'Crime', 'Thriller']"
0.641047,6500000,0,1,335,13368437,88.0,2006.0,"['Drama', 'Comedy', 'Romance']"
0.638444,11000000,0,1,1080,72778712,95.0,2006.0,"['Action', 'Comedy', 'Documentary']"
0.632875,70000000,0,1,1484,55011732,139.0,2006.0,['Action']
0.631574,17000000,0,5,316,374743,144.0,2006.0,"['Action', 'Adventure', 'Comedy', 'Drama', 'Science Fiction']"
0.62873,85000000,0,5,6444,158468292,104.0,2006.0,"['Action', 'Crime', 'Drama', 'Thriller']"
0.620633,30000000,0,4,486,35078241,92.0,2006.0,"['Drama', 'Family', 'Romance']"
0.614854,38000000,0,2,355,29907685,90.0,2006.0,"['Horror', 'Thriller']"
0.609408,15000000,0,4,660,10903846,116.0,2006.0,['Drama']
0.606808,50000000,2,4,276,9448082,114.0,2006.0,['Drama']
0.589842,25000000,1,1,132,11772461,116.0,2006.0,"['Comedy', 'Drama']"
0.582876,20000000,0,1,470,22165608,92.0,2006.0,"['Action', 'Adventure', 'Drama', 'Thriller']"
0.569423,12000000,0,1,175,6754898,116.0,2006.0,"['Drama', 'Comedy']"
0.56593,50000000,0,3,292,61112916,98.0,2006.0,"['Comedy', 'Family']"
0.564216,40000000,0,5,600,23937870,93.0,2006.0,"['Adventure', 'Action', 'Family']"
0.552267,6000000,0,2,378,57231524,110.0,2006.0,"['Drama', 'Comedy', 'Romance']"
0.536631,85000000,1,4,966,144,97.0,2006.0,"['Comedy', 'Family', 'Fantasy']"
0.530814,30000000,0,3,474,34742066,108.0,2006.0,['Music']
0.529881,35000000,0,2,420,12506188,83.0,2006.0,"['Fantasy', 'Comedy', 'Family']"
0.514836,12000000,0,3,1080,23006849,104.0,2006.0,"['Fantasy', 'Romance', 'Family', 'Comedy']"
0.508401,10000000,1,1,948,7177143,126.0,2006.0,"['Adventure', 'Drama', 'War']"
0.501431,6500000,0,5,426,22889018,124.0,2006.0,"['Drama', 'History', 'War']"
0.496703,55000000,0,3,2424,65664721,105.0,2006.0,"['Action', 'Adventure', 'Crime', 'Thriller']"
0.489898,4000000,0,5,1248,31584901,96.0,2006.0,"['Comedy', 'Mystery']"
0.4819,45000000,1,2,432,38399961,112.0,2006.0,"['Adventure', 'Comedy', 'Drama']"
0.467297,15000000,3,4,714,49469904,92.0,2006.0,"['Drama', 'Romance']"
0.463155,15000000,0,3,1080,76286096,111.0,2006.0,"['Drama', 'History', 'Crime', 'Thriller', 'Action']"
0.461865,994000,0,3,150,165000,89.0,2006.0,['Drama']
0.458112,21000000,0,1,464,480314,87.0,2006.0,"['Adventure', 'Action', 'Thriller']"
0.451217,15000000,1,1,954,123384128,103.0,2006.0,['Drama']
0.441629,60000000,1,3,560,77920346,108.0,2006.0,"['Action', 'Thriller', 'Crime']"
0.437529,32000000,3,4,230,5914908,108.0,2006.0,"['War', 'Crime', 'Drama', 'Mystery', 'Romance']"
0.435451,60000000,0,1,1074,17800000,140.0,2006.0,"['Action', 'Adventure', 'Drama', 'History', 'Romance']"
0.433874,15000000,0,2,1044,9500000,122.0,2006.0,"['Action', 'Crime', 'Drama', 'Thriller']"
0.405681,25000000,0,1,348,16158487,111.0,2006.0,"['Comedy', 'Drama', 'Romance']"
0.405342,20000000,0,1,755,39143839,102.0,2006.0,"['Horror', 'Thriller']"
0.384988,8000000,0,2,72,143451,107.0,2006.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
0.3804,45000000,0,2,725,82800000,105.0,2006.0,['Thriller']
0.463068,18000000,0,1,325,1196307,115.0,2006.0,"['Western', 'Drama']"
0.367893,2000000,0,1,84,622806,96.0,2006.0,['Drama']
0.500077,24000000,0,1,155,23321954,145.0,2006.0,['Action']
0.877191,22000000,1,4,1236,13405595,93.0,2006.0,"['Comedy', 'Music']"
0.360145,20000000,2,1,320,41237648,115.0,2006.0,"['Comedy', 'Drama', 'Romance', 'Thriller']"
0.357462,20000000,0,1,820,37597471,97.0,2006.0,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Science Fiction']"
0.337268,15000000,0,2,615,66966987,87.0,2006.0,"['Horror', 'Thriller']"
0.330582,13000000,2,4,120,1151330,110.0,2006.0,['Drama']
0.325485,500000,0,3,140,745327,92.0,2006.0,"['Comedy', 'Romance']"
0.320908,11000000,0,4,258,46396427,147.0,2006.0,"['Drama', 'Action', 'Thriller', 'Crime']"
0.312729,9000000,0,4,220,21510851,84.0,2006.0,"['Horror', 'Thriller']"
0.312609,13000000,0,1,294,11130889,104.0,2006.0,"['Adventure', 'Comedy', 'Drama', 'Science Fiction']"
0.307279,8000000,0,1,366,426224,91.0,2006.0,"['Romance', 'Comedy', 'Drama', 'Horror']"
0.303574,20000000,0,3,70,21170563,105.0,2006.0,['Drama']
0.300525,4000000,0,5,305,8059140,102.0,2006.0,"['Horror', 'Thriller']"
0.298124,75000000,0,5,935,42285169,110.0,2006.0,"['Drama', 'Thriller', 'Fantasy', 'Mystery']"
0.282881,30000000,0,1,738,41480851,125.0,2006.0,"['Action', 'Adventure', 'Crime', 'Drama']"
0.206454,100000,0,1,246,10178331,111.0,2006.0,['Drama']
0.326984,4000000,0,1,135,13401952,109.0,2006.0,"['Comedy', 'Drama']"
0.254596,12000000,0,1,161,20138836,122.0,2006.0,['Drama']
0.251388,1000000,0,2,780,46243000,100.0,2006.0,['Documentary']
0.249949,4000000,0,4,180,4630045,84.0,2006.0,"['Comedy', 'Crime']"
0.225633,2380000,0,1,1309,8176544,101.0,2006.0,"['Drama', 'Crime']"
0.533966,20000000,0,1,265,17807569,100.0,2006.0,"['Comedy', 'Drama', 'Romance']"
0.209369,26000000,0,2,280,17496992,108.0,2006.0,['Drama']
0.20754,14500000,0,5,312,22963701,128.0,2006.0,"['Drama', 'History', 'War']"
0.200545,15000000,0,1,222,21000000,95.0,2006.0,"['Drama', 'Family']"
0.189838,9000000,0,3,415,27105095,100.0,2006.0,"['Horror', 'Thriller']"
0.188603,15000000,0,4,100,11992014,85.0,2006.0,"['Drama', 'Thriller']"
0.187319,2000000,0,5,60,300000,90.0,2006.0,"['Adventure', 'Comedy', 'Drama']"
0.157586,210000000,1,5,14286,234360014,104.0,2006.0,"['Adventure', 'Action', 'Science Fiction', 'Thriller']"
0.145707,1000000,2,2,150,1678874,92.0,2006.0,['Documentary']
0.133041,8000000,0,3,276,18948425,112.0,2006.0,['Drama']
0.096955,5000000,0,1,102,3833507,95.0,2006.0,"['Action', 'Comedy']"
0.08424,8000000,1,5,90,382267,101.0,2006.0,"['Drama', 'Thriller']"
0.078983,12000000,0,4,90,5542025,86.0,2006.0,"['Comedy', 'Drama']"
0.139931,79000,0,5,95,245000,85.0,2006.0,['Comedy']
0.040915,1000000,0,2,78,7202,81.0,2006.0,"['Drama', 'Fantasy', 'Science Fiction']"
5.827781,130000000,1,5,24850,789804554,141.0,2004.0,"['Adventure', 'Fantasy', 'Family']"
4.535598,30000000,0,3,16422,152159461,136.0,2004.0,"['Action', 'Crime', 'Thriller']"
3.990488,50000000,2,4,2586,40203020,108.0,2004.0,"['Comedy', 'Romance']"
3.863377,20000000,1,3,14084,72258126,108.0,2004.0,"['Science Fiction', 'Drama', 'Romance']"
3.425628,29000000,0,5,13503,115603229,123.0,2004.0,"['Romance', 'Drama']"
3.339406,92000000,1,4,21448,631442092,115.0,2004.0,"['Action', 'Adventure', 'Animation', 'Family', 'Science Fiction']"
3.196643,75000000,0,5,13762,288500217,108.0,2004.0,"['Action', 'Drama', 'Thriller']"
3.177517,175000000,0,5,9588,497409852,163.0,2004.0,"['War', 'Adventure', 'Drama']"
2.906282,100000000,2,4,7074,347451894,131.0,2004.0,"['Adventure', 'Action', 'Thriller', 'Mystery']"
2.791375,120000000,0,5,14034,347234916,115.0,2004.0,"['Action', 'Science Fiction']"
2.668692,75000000,0,2,7410,196482882,99.0,2004.0,"['Comedy', 'Romance']"
2.629934,17000000,0,3,8142,129042871,97.0,2004.0,['Comedy']
2.499507,160000000,0,5,4590,300257475,132.0,2004.0,"['Horror', 'Adventure', 'Action']"
2.361367,66000000,0,3,7884,99318987,122.0,2004.0,"['Fantasy', 'Action', 'Science Fiction']"
2.241935,165000000,2,4,5202,305875730,100.0,2004.0,"['Animation', 'Adventure', 'Family', 'Fantasy']"
2.191033,150000000,1,5,10056,919838758,93.0,2004.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']"
2.186534,13000000,0,2,7882,96060858,113.0,2004.0,"['Science Fiction', 'Thriller']"
2.17643,45000000,0,1,4536,129394835,94.0,2004.0,"['Horror', 'Action', 'Science Fiction']"
2.175284,110000000,3,4,8256,362744280,125.0,2004.0,"['Thriller', 'Crime']"
2.041955,80000000,5,4,4692,516642939,115.0,2004.0,"['Comedy', 'Romance']"
2.022895,125000000,0,5,8532,544272402,124.0,2004.0,"['Action', 'Adventure', 'Science Fiction', 'Thriller']"
1.911206,116000000,3,4,5004,102000000,170.0,2004.0,['Drama']
1.83193,65000000,1,2,4860,217764291,120.0,2004.0,"['Drama', 'Crime', 'Thriller']"
1.823597,4000000,0,3,9891,30039392,99.0,2004.0,"['Horror', 'Comedy']"
1.792138,65000000,0,4,4000,128905366,123.0,2004.0,"['Science Fiction', 'Action', 'Horror', 'Thriller', 'Adventure']"
1.682492,60000000,3,5,7917,219417255,128.0,2004.0,"['Comedy', 'Drama']"
1.665648,140000000,3,4,4482,209073645,108.0,2004.0,"['Adventure', 'Fantasy', 'Comedy', 'Family']"
1.648554,30000000,3,4,9485,216763646,132.0,2004.0,['Drama']
1.648211,50000000,0,5,2175,200804534,80.0,2004.0,"['Animation', 'Comedy', 'Family']"
1.615629,75000000,3,1,4260,367275019,90.0,2004.0,"['Animation', 'Action', 'Comedy', 'Family']"
1.590381,70000000,2,1,1245,57958696,107.0,2004.0,"['Mystery', 'Action', 'Thriller', 'Science Fiction', 'Adventure']"
1.556897,30000000,0,4,2088,140161792,87.0,2004.0,"['Animation', 'Comedy', 'Family']"
1.539729,6500000,1,5,4725,98410061,112.0,2004.0,['Drama']
1.527154,26000000,0,5,6012,90574188,94.0,2004.0,['Comedy']
1.497252,37000000,0,3,3972,96455697,98.0,2004.0,"['Comedy', 'Fantasy', 'Romance']"
1.473411,31000000,1,3,1190,27388767,96.0,2004.0,"['Fantasy', 'Comedy', 'Family', 'Romance']"
1.441361,25000000,0,3,2904,30411183,108.0,2004.0,['Comedy']
1.428313,25000000,4,1,4865,116766556,106.0,2004.0,['Drama']
1.408588,19000000,0,5,1895,70067909,95.0,2004.0,['Comedy']
1.348704,70000000,0,2,3480,171183863,101.0,2004.0,"['Adventure', 'Science Fiction', 'Action']"
1.338131,20000000,0,5,3306,167722310,92.0,2004.0,['Comedy']
1.327137,12000000,0,4,2106,9584131,84.0,2004.0,"['Action', 'Thriller', 'Science Fiction']"
1.319068,155000000,2,4,2595,167298192,175.0,2004.0,"['War', 'History', 'Action', 'Adventure', 'Drama']"
1.318761,9000000,0,5,2484,23936908,88.0,2004.0,"['Comedy', 'Adventure']"
1.309753,1200000,0,1,7945,103911669,103.0,2004.0,"['Horror', 'Mystery', 'Crime']"
1.304553,200000000,0,5,16410,783766341,127.0,2004.0,"['Action', 'Adventure', 'Fantasy']"
1.279087,25000000,0,2,2256,20796847,93.0,2004.0,['Comedy']
