popularity,budget,cast,release_date,voteScore,revenue,runtime,release_year,genres
0.875432,3000000,0,1,2105,177512032,91.0,2010.0,"['Horror', 'Thriller']"
0.856916,15000000,0,1,2484,9455232,104.0,2010.0,"['Drama', 'Romance', 'Science Fiction']"
0.856222,20000000,1,2,1450,65464324,104.0,2010.0,"['Crime', 'Drama', 'Thriller']"
0.839107,30000000,0,2,1550,55583804,107.0,2010.0,"['Action', 'Comedy', 'Crime']"
0.827664,500000,0,5,1968,4242978,94.0,2010.0,"['Drama', 'Thriller', 'Science Fiction']"
0.82289,38000000,0,1,3096,105610124,115.0,2010.0,"['Comedy', 'Romance', 'Drama']"
0.804348,12000000,0,2,990,6814789,97.0,2010.0,"['Drama', 'Action', 'Thriller']"
0.802711,3200000,1,1,1224,5332926,105.0,2010.0,"['Drama', 'Romance', 'Comedy']"
0.794885,22000000,1,3,560,851517,112.0,2010.0,"['Horror', 'Mystery', 'Thriller']"
0.791799,22000000,2,1,388,9479718,105.0,2010.0,['Drama']
0.789582,15000000,0,3,950,75700498,94.0,2010.0,"['Comedy', 'Family']"
0.788144,2000000,0,5,1614,572809,108.0,2010.0,"['Thriller', 'Crime', 'Horror']"
0.78688,24000000,0,2,1530,83188165,88.0,2010.0,"['Comedy', 'Horror']"
0.77844,40000000,1,2,1476,58785180,102.0,2010.0,"['Comedy', 'Drama', 'Romance']"
0.773316,12500000,2,1,609,6732980,107.0,2010.0,['Drama']
0.764791,90000000,0,4,140,16178959,110.0,2010.0,"['Fantasy', 'Action', 'Family']"
0.761889,1800000,0,2,895,67738090,87.0,2010.0,"['Horror', 'Drama', 'Thriller']"
0.756229,48000000,1,2,1410,112462508,101.0,2010.0,"['Comedy', 'Family', 'Fantasy']"
0.754168,22000000,2,5,774,24188922,108.0,2010.0,"['Drama', 'Thriller']"
0.745434,10000000,0,1,830,498974,88.0,2010.0,"['Horror', 'Thriller']"
0.740867,1987650,0,1,2748,19152480,94.0,2010.0,"['Drama', 'Thriller', 'Mystery']"
0.73988,69000000,0,5,1620,86387857,114.0,2010.0,['Comedy']
0.68633,4000000,1,5,1680,34705850,106.0,2010.0,"['Comedy', 'Drama']"
0.671484,10000000,0,4,1216,66821036,100.0,2010.0,['Science Fiction']
0.670027,20000000,1,3,882,45636368,113.0,2010.0,"['Drama', 'Thriller']"
0.659749,2000000,1,5,1734,13831503,100.0,2010.0,['Drama']
0.655955,7000000,0,2,165,46488,108.0,2010.0,"['Crime', 'Thriller', 'Comedy']"
0.655878,85000000,0,5,300,112483764,82.0,2010.0,"['Comedy', 'Family']"
0.64929,10000000,0,5,475,6110000,90.0,2010.0,"['Action', 'Adventure', 'Comedy']"
0.640576,120000000,4,4,544,48668907,121.0,2010.0,"['Comedy', 'Drama', 'Romance']"
0.619772,500000,0,5,700,98017,85.0,2010.0,"['Comedy', 'Drama', 'Fantasy', 'Horror', 'Mystery']"
0.618078,28000000,0,2,1050,45236543,94.0,2010.0,"['Action', 'Comedy', 'Family']"
0.61643,20000000,0,3,1590,49779728,104.0,2010.0,"['Comedy', 'Romance']"
0.602854,12000000,0,2,245,204940,108.0,2010.0,"['Action', 'Comedy', 'Thriller']"
0.599676,25000000,0,4,755,4644108,103.0,2010.0,"['Drama', 'Crime']"
0.598275,50000000,0,1,1395,105197635,129.0,2010.0,"['Drama', 'Fantasy']"
0.597254,25000000,0,1,375,19829957,107.0,2010.0,"['Drama', 'Horror', 'Mystery', 'Thriller']"
0.59643,30000000,0,3,550,967000,92.0,2010.0,"['Crime', 'Drama', 'Action', 'Thriller', 'Science Fiction']"
0.59643,30000000,0,3,550,967000,92.0,2010.0,"['Crime', 'Drama', 'Action', 'Thriller', 'Science Fiction']"
0.591206,25000000,1,1,390,15478800,122.0,2010.0,"['Crime', 'Drama', 'History']"
0.579188,21000000,0,3,670,49050886,92.0,2010.0,['Comedy']
0.564203,7000000,1,2,624,382946,106.0,2010.0,['Drama']
0.554061,5000000,0,5,702,1000000,113.0,2010.0,"['Drama', 'Thriller', 'Crime']"
0.552065,50000000,1,5,300,83761844,87.0,2010.0,"['Family', 'Comedy']"
0.535535,70000000,1,1,1625,134748021,133.0,2010.0,"['Drama', 'Crime']"
0.534192,18000000,0,5,210,871279,338.0,2010.0,"['Crime', 'Drama', 'Thriller', 'History']"
0.514465,8000000,1,4,276,18124262,129.0,2010.0,"['Comedy', 'Drama']"
0.513857,5000000,0,1,555,2614773,97.0,2010.0,"['Comedy', 'Drama', 'Romance']"
0.512957,20000000,0,2,1920,54956140,101.0,2010.0,"['Mystery', 'Horror', 'Action']"
0.498635,5000000,3,4,438,5129058,91.0,2010.0,['Drama']
0.495162,20000000,0,1,420,39300000,88.0,2010.0,"['Family', 'Animation']"
0.470249,80000000,0,4,730,201584141,80.0,2010.0,"['Comedy', 'Family', 'Animation', 'Adventure']"
0.455662,5773100,0,5,270,18144030,98.0,2010.0,['Drama']
0.443893,2500000,0,1,1266,324138,96.0,2010.0,"['Comedy', 'Action', 'Drama']"
0.443807,20000000,1,4,96,346594,110.0,2010.0,"['Fantasy', 'Drama']"
0.406941,15000000,1,4,245,20529194,117.0,2010.0,"['Drama', 'Romance']"
0.393626,27000000,0,2,672,16504936,103.0,2010.0,"['Action', 'Adventure', 'Drama']"
0.375979,31000000,0,2,220,15134293,105.0,2010.0,['Drama']
0.368927,10000000,0,2,2165,33583175,80.0,2010.0,"['Horror', 'Mystery', 'Thriller']"
0.312595,14000000,1,3,130,21409028,103.0,2010.0,['Comedy']
0.332904,100000,0,2,133,1000000,93.0,2010.0,"['Action', 'Animation', 'Science Fiction']"
0.328667,30000000,2,1,420,8454301,134.0,2010.0,"['Comedy', 'Drama']"
0.3261,80000000,0,2,1656,74901339,117.0,2010.0,"['Crime', 'Drama', 'Mystery', 'Thriller']"
0.318587,4600000,0,5,185,1163967,117.0,2010.0,"['Action', 'Thriller', 'Crime', 'Romance']"
0.315527,4000000,1,1,216,55125,90.0,2010.0,"['Drama', 'Comedy']"
0.346071,30000,0,1,750,3045943,87.0,2010.0,['Documentary']
0.302377,35000000,0,3,300,39340177,92.0,2010.0,['Comedy']
0.301054,12500000,2,1,258,1083683,108.0,2010.0,"['Crime', 'Comedy', 'Drama']"
0.29666,2500000,0,2,210,52604,89.0,2010.0,"['Horror', 'Comedy', 'Thriller']"
0.283241,20000000,0,1,276,4634062,107.0,2010.0,"['Action', 'Comedy', 'Horror', 'Mystery', 'Science Fiction']"
0.275607,30000,0,2,270,617000,84.0,2010.0,['Drama']
0.27519,3000000,0,1,150,103735,93.0,2010.0,['Documentary']
0.271381,12500000,0,3,60,3878993,118.0,2010.0,"['Drama', 'Family']"
0.2596,650000,0,1,858,33245,98.0,2010.0,"['Drama', 'Horror', 'Action', 'Thriller', 'Science Fiction']"
0.25054,425000000,1,4,444,11087569,100.0,2010.0,"['Adventure', 'Fantasy', 'Action', 'Western', 'Thriller']"
0.246578,10000000,0,1,450,4349187,91.0,2010.0,"['Comedy', 'Thriller']"
0.241541,10000000,0,2,105,55089,100.0,2010.0,"['Drama', 'Action', 'Thriller']"
0.240403,967686,0,5,1834,4270000,101.0,2010.0,"['Comedy', 'Crime', 'Drama']"
0.216503,1500000,0,2,161,187716,90.0,2010.0,"['Documentary', 'Foreign']"
0.214381,7000000,1,2,90,453079,108.0,2010.0,['Comedy']
0.385851,4500000,1,1,184,123820,95.0,2010.0,"['Comedy', 'Drama', 'Romance']"
0.181532,7000000,0,4,264,3218666,101.0,2010.0,"['Drama', 'Action', 'Thriller', 'Foreign']"
0.140251,20000000,0,3,126,60072596,121.0,2010.0,"['Comedy', 'Romance']"
0.131526,60000000,0,1,4410,296221663,97.0,2010.0,"['Action', 'Adventure', 'Horror', 'Science Fiction']"
0.276322,10000000,0,1,332,1068682,92.0,2010.0,"['Drama', 'Horror', 'Thriller']"
0.028227,10000000,0,4,44,5000000,100.0,2010.0,"['Drama', 'Comedy', 'Romance', 'Foreign']"
0.06324,35000000,0,2,312,60251371,123.0,2010.0,['Drama']
0.028456,3,0,2,182,43,87.0,2010.0,"['Drama', 'Comedy']"
8.947905,63000000,1,1,47384,100853753,139.0,1999.0,['Drama']
7.753899,63000000,0,3,44457,463517383,136.0,1999.0,"['Action', 'Science Fiction']"
3.55572,15000000,2,1,12292,356296601,122.0,1999.0,['Drama']
3.526029,115000000,1,5,16938,924317558,136.0,1999.0,"['Adventure', 'Action', 'Science Fiction']"
2.94377,80000000,1,5,9372,415885488,124.0,1999.0,"['Adventure', 'Fantasy', 'Horror', 'Action', 'Thriller']"
2.719461,60000000,2,4,18392,284600000,189.0,1999.0,"['Fantasy', 'Drama', 'Crime']"
2.578731,40000000,0,2,12271,672806292,107.0,1999.0,"['Mystery', 'Thriller', 'Drama']"
2.129874,135000000,0,4,3054,361832400,128.0,1999.0,"['Adventure', 'Action', 'Thriller']"
2.069357,10500000,2,3,3030,75902208,97.0,1999.0,"['Drama', 'Romance', 'Thriller']"
2.065619,100000000,0,4,5592,206071502,105.0,1999.0,"['Drama', 'Fantasy', 'Thriller', 'Mystery']"
1.825695,11000000,0,5,8430,235483004,95.0,1999.0,"['Comedy', 'Romance']"
1.820318,66000000,2,3,1775,212404396,112.0,1999.0,"['Romance', 'Drama', 'Mystery']"
1.810197,90000000,2,1,15904,485015179,92.0,1999.0,"['Animation', 'Comedy', 'Family']"
1.769152,16000000,1,3,6629,53478166,97.0,1999.0,"['Comedy', 'Romance', 'Drama']"
1.72385,42000000,1,5,4128,363889678,124.0,1999.0,['Comedy']
1.560867,33000000,0,5,3498,310940086,95.0,1999.0,"['Crime', 'Adventure', 'Action', 'Comedy', 'Science Fiction']"
1.43163,2000000,2,1,1190,11540607,118.0,1999.0,"['Crime', 'Drama']"
1.427794,90000000,3,1,1743,60289912,157.0,1999.0,"['Drama', 'Thriller']"
1.348628,45000000,1,4,2436,90683916,102.0,1999.0,"['Comedy', 'Family', 'Science Fiction']"
1.329827,65000000,1,5,3738,162091208,159.0,1999.0,['Drama']
1.328465,13000000,0,1,4249,22863596,112.0,1999.0,"['Fantasy', 'Drama', 'Comedy']"
1.320079,80000000,2,3,1560,176885658,103.0,1999.0,"['Comedy', 'Crime']"
1.309249,133000000,1,4,2510,300135367,84.0,1999.0,['Fantasy']
1.254522,73000000,3,4,2778,151493655,118.0,1999.0,"['Drama', 'Mystery', 'Thriller', 'Crime']"
1.221973,170000000,1,5,3130,222104681,106.0,1999.0,"['Action', 'Adventure', 'Comedy', 'Drama', 'Science Fiction']"
1.189386,160000000,0,2,1650,61698899,102.0,1999.0,"['Adventure', 'Fantasy', 'Action']"
1.173888,100000000,0,4,1235,211989043,121.0,1999.0,"['Action', 'Fantasy', 'Horror', 'Mystery']"
1.152354,24000000,3,4,870,88545092,126.0,1999.0,['Drama']
1.150934,70000000,1,2,6139,23159305,86.0,1999.0,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Science Fiction']"
1.139223,60000000,0,5,1680,73648228,105.0,1999.0,"['Horror', 'Action', 'Thriller', 'Science Fiction']"
1.050599,90000000,0,2,1830,161626121,100.0,1999.0,"['Drama', 'Action', 'Thriller', 'Crime']"
1.03785,70000000,1,5,1265,309457509,116.0,1999.0,"['Comedy', 'Romance']"
1.022028,10000000,0,2,1240,103166989,95.0,1999.0,"['Comedy', 'Romance']"
0.993492,70000000,1,1,864,177841558,105.0,1999.0,"['Drama', 'Mystery', 'Thriller', 'Crime']"
0.992316,6000000,0,2,3647,30471,108.0,1999.0,"['Action', 'Thriller', 'Crime']"
0.968204,10000000,0,2,4683,12827813,89.0,1999.0,"['Comedy', 'Crime']"
0.941202,6000000,0,3,3220,10409377,97.0,1999.0,"['Drama', 'Romance']"
0.937873,100000000,1,4,3228,93700000,131.0,1999.0,"['Comedy', 'Science Fiction']"
0.934621,25000,0,5,3132,248000000,81.0,1999.0,"['Horror', 'Mystery']"
0.920974,38000000,0,2,2304,58401898,133.0,1999.0,"['Horror', 'Mystery', 'Thriller']"
0.92088,50000000,2,1,1582,73956241,146.0,1999.0,['Drama']
0.907305,16000000,0,3,1134,18564088,100.0,1999.0,"['Thriller', 'Science Fiction', 'Mystery']"
0.876587,34200000,0,5,2874,234801895,93.0,1999.0,"['Comedy', 'Drama']"
0.823494,40000000,1,2,1488,96618699,123.0,1999.0,"['Thriller', 'Crime', 'Mystery']"
0.82073,10000000,0,4,2832,30652890,130.0,1999.0,"['Fantasy', 'Comedy', 'Adventure']"
0.778786,80000000,1,5,890,91188905,113.0,1999.0,"['Horror', 'Thriller', 'Fantasy', 'Mystery']"
0.746054,75000000,1,3,405,93888180,105.0,1999.0,['Comedy']
0.744837,35000000,2,2,684,40263020,112.0,1999.0,"['Comedy', 'Romance']"
0.731802,80000000,1,2,560,118880016,131.0,1999.0,['Drama']
0.72669,60000000,1,5,515,149705852,116.0,1999.0,"['Crime', 'Drama', 'Mystery', 'Thriller']"
0.725013,29000000,1,1,515,50041732,103.0,1999.0,"['Horror', 'Thriller']"
0.716336,12000000,0,1,930,21133087,99.0,1999.0,"['Horror', 'Mystery', 'Thriller']"
0.682531,37000000,1,4,3010,48451803,188.0,1999.0,['Drama']
0.67107,51000000,0,4,184,36911617,101.0,1999.0,['Comedy']
0.654013,75000000,0,2,240,14010690,99.0,1999.0,"['Horror', 'Action', 'Science Fiction']"
0.640331,40000000,4,4,2610,128798265,139.0,1999.0,"['Thriller', 'Crime', 'Drama']"
0.637814,27000000,0,5,560,56870414,82.0,1999.0,"['Horror', 'Comedy', 'Action', 'Science Fiction', 'Thriller']"
0.63765,34000000,0,2,228,4217115,95.0,1999.0,['Comedy']
0.636432,68000000,0,2,575,29762011,121.0,1999.0,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Science Fiction']"
0.617279,80000000,0,4,1008,90874570,74.0,1999.0,"['Music', 'Animation', 'Family', 'Fantasy']"
0.614402,6500000,0,3,492,28451622,98.0,1999.0,"['Crime', 'Comedy', 'Thriller']"
0.614007,25000000,0,3,980,84565230,107.0,1999.0,"['Romance', 'Comedy', 'Drama']"
0.585123,75000000,1,1,2472,108000000,114.0,1999.0,"['Action', 'Adventure', 'Comedy']"
0.581756,82000000,0,4,1356,47434430,118.0,1999.0,"['Comedy', 'Drama', 'Romance']"
0.566661,25000000,0,2,312,13000000,100.0,1999.0,"['Drama', 'Thriller']"
0.548097,19000000,1,1,420,40846082,93.0,1999.0,"['Horror', 'Mystery', 'Thriller']"
0.508128,48000000,0,2,1176,124305181,113.0,1999.0,"['Drama', 'Comedy', 'Crime', 'Romance']"
0.503461,64000000,0,1,160,74608570,133.0,1999.0,"['Drama', 'Romance']"
0.501242,15000000,0,3,1374,2856712,97.0,1999.0,"['Action', 'Thriller', 'Science Fiction', 'Horror']"
0.498365,23000000,1,4,144,10827816,102.0,1999.0,['Drama']
0.49601,65000000,0,1,1212,117758500,93.0,1999.0,"['Thriller', 'Action', 'Comedy', 'Crime']"
0.480421,21000000,0,3,165,17762705,104.0,1999.0,"['Horror', 'Thriller', 'Science Fiction']"
0.47074,10000000,0,1,44,5241315,98.0,1999.0,['Drama']
0.454992,25000000,0,3,180,15156200,110.0,1999.0,"['Action', 'Crime', 'Mystery', 'Thriller']"
0.418611,45000000,0,2,296,10667893,82.0,1999.0,"['Action', 'Science Fiction']"
0.393985,70000000,0,1,80,11263966,101.0,1999.0,"['Action', 'Comedy', 'Thriller']"
0.383326,80000000,0,3,522,73345029,108.0,1999.0,"['Comedy', 'Crime', 'Drama']"
0.382872,23000000,2,4,210,18653615,114.0,1999.0,"['Drama', 'Comedy', 'Romance']"
0.378188,75000000,1,2,660,19598588,109.0,1999.0,"['Drama', 'Science Fiction', 'Thriller']"
0.88284,65000000,0,2,215,36850101,94.0,1999.0,"['Comedy', 'Drama', 'Family', 'Science Fiction']"
0.274419,10000000,0,5,228,3193102,89.0,1999.0,"['Drama', 'Action', 'Thriller', 'Crime', 'Mystery']"
0.35206,25,0,4,168,13,145.0,1999.0,['Drama']
0.573718,50000000,0,1,210,58900031,95.0,1999.0,"['Comedy', 'Drama', 'Romance']"
0.257547,8000000,0,1,170,17843379,91.0,1999.0,"['Drama', 'Comedy', 'Romance', 'Family']"
1.104937,24000000,0,5,250,16290976,87.0,1999.0,"['Fantasy', 'Comedy', 'Science Fiction', 'Family']"
0.333245,14000000,3,3,138,18535191,97.0,1999.0,"['Drama', 'Comedy', 'Romance']"
0.328409,17000000,0,4,770,65535067,88.0,1999.0,['Comedy']
0.323791,25000000,0,3,498,4152230,92.0,1999.0,"['Thriller', 'Comedy', 'Horror']"
0.322499,55000000,2,4,1386,100230832,150.0,1999.0,['Drama']
0.322339,38000000,1,3,130,28121100,106.0,1999.0,"['Drama', 'Mystery']"
0.312827,600000,0,5,252,4000000,99.0,1999.0,"['Comedy', 'Drama']"
0.312759,7000000,0,2,60,14011454,97.0,1999.0,"['Drama', 'Action', 'Thriller', 'Crime']"
0.377269,13000000,1,2,195,8946237,96.0,1999.0,"['Comedy', 'Thriller']"
0.285902,10000000,0,5,246,10571408,98.0,1999.0,['Comedy']
0.066504,9000000,0,1,154,34573780,120.0,1999.0,"['Drama', 'Comedy']"
0.231418,6000000,0,2,168,4398989,95.0,1999.0,['Comedy']
0.272771,27000000,4,1,150,14859394,124.0,1999.0,['Drama']
0.260903,28000000,1,1,175,8888143,119.0,1999.0,"['Comedy', 'Drama']"
0.257431,50000000,0,3,72,13260050,92.0,1999.0,"['Action', 'Mystery', 'Thriller']"
0.25073,6000000,0,5,168,25059640,106.0,1999.0,"['Comedy', 'Drama', 'Romance']"
0.246669,6000000,1,2,150,6852450,101.0,1999.0,"['Comedy', 'Drama', 'Romance']"
0.242797,75000000,1,3,100,29000000,90.0,1999.0,['Comedy']
0.235223,60000000,3,1,1254,66976317,148.0,1999.0,"['Adventure', 'Drama', 'Action', 'History', 'War']"
0.216242,20000000,0,3,108,1531251,95.0,1999.0,"['Action', 'Science Fiction', 'Thriller', 'Adventure', 'Horror']"
0.212029,24000000,0,4,100,8434146,124.0,1999.0,"['Comedy', 'Drama']"
0.204411,1700000,0,4,65,1943649,98.0,1999.0,"['Comedy', 'Crime']"
0.198126,38000000,0,4,90,635096,138.0,1999.0,"['Drama', 'War', 'Romance', 'Western']"
0.195048,3000000,0,2,240,3076820,87.0,1999.0,['Comedy']
0.187319,13000000,0,2,165,27500000,94.0,1999.0,['Comedy']
0.173433,25000000,0,3,56,12000000,87.0,1999.0,"['Animation', 'Drama', 'Family']"
0.163337,7000000,0,2,60,7292175,96.0,1999.0,"['Romance', 'Comedy', 'Drama']"
0.118187,450000,0,5,60,2049595,89.0,1999.0,"['Comedy', 'Romance']"
0.116694,12000000,0,3,102,36450736,97.0,1999.0,"['Comedy', 'Family', 'Science Fiction']"
0.238748,3800000,0,5,144,28200000,97.0,1999.0,['Comedy']
0.090186,1,0,3,56,100,95.0,1999.0,"['Comedy', 'Romance']"
0.079104,12000000,4,3,85,21001563,117.0,1999.0,"['Comedy', 'Drama', 'War']"
8.575419,93000000,0,4,42553,871368364,178.0,2001.0,"['Adventure', 'Fantasy', 'Action']"
8.021423,125000000,0,4,29855,976475550,152.0,2001.0,"['Adventure', 'Fantasy', 'Family']"
4.436367,15000000,0,5,4963,20117339,147.0,2001.0,"['Thriller', 'Drama', 'Mystery']"
3.851009,6000000,0,2,12439,1270522,113.0,2001.0,"['Fantasy', 'Drama', 'Mystery']"
3.204295,115000000,1,4,27293,562816256,92.0,2001.0,"['Fantasy', 'Animation', 'Family', 'Comedy']"
2.971372,100000000,0,5,6798,235926552,146.0,2001.0,"['Drama', 'Science Fiction', 'Adventure']"
2.918566,60000000,0,5,15988,484409218,90.0,2001.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']"
2.717399,25000000,2,3,4506,281929795,97.0,2001.0,"['Comedy', 'Romance', 'Drama']"
2.642249,85000000,2,4,18515,450717150,116.0,2001.0,"['Thriller', 'Crime']"
2.478879,140000000,1,5,6264,449220945,183.0,2001.0,"['History', 'Romance', 'War']"
2.449323,98000000,1,3,6860,433013274,130.0,2001.0,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror']"
2.217239,120000000,0,5,4134,186053725,95.0,2001.0,"['Animation', 'Family', 'Adventure', 'Science Fiction']"
2.179727,115000000,2,5,7550,274703340,100.0,2001.0,"['Adventure', 'Fantasy', 'Action', 'Thriller']"
2.169826,60000000,3,4,12502,313542341,135.0,2001.0,"['Drama', 'Romance']"
2.116602,30000000,0,2,3885,287553595,108.0,2001.0,"['Comedy', 'Romance']"
2.061559,37000000,2,2,3204,165335153,115.0,2001.0,"['Comedy', 'Family', 'Romance']"
1.925281,52500000,2,3,4998,179213434,127.0,2001.0,"['Romance', 'Drama', 'Music']"
1.862114,100000000,0,5,3510,362211740,119.0,2001.0,"['Thriller', 'Science Fiction', 'Action', 'Adventure']"
1.857978,21000000,4,1,4753,71441250,110.0,2001.0,"['Comedy', 'Drama']"
1.846848,53000000,0,3,5516,83282296,124.0,2001.0,"['Crime', 'Drama']"
1.839325,70000000,1,3,4081,96976270,131.0,2001.0,['War']
1.735123,92000000,0,4,8407,172989651,144.0,2001.0,"['Action', 'History', 'War']"
1.697753,18000000,1,5,2880,141774679,96.0,2001.0,['Comedy']
1.692141,65000000,1,5,3126,117487473,132.0,2001.0,"['Adventure', 'Drama', 'Romance', 'Action']"
1.581446,28000000,0,1,4746,60780981,89.0,2001.0,['Comedy']
1.456526,16000000,0,4,1115,66468332,89.0,2001.0,['Comedy']
1.450364,45000000,0,5,2370,141220678,83.0,2001.0,['Comedy']
1.447916,90000000,0,2,3732,347325802,90.0,2001.0,"['Action', 'Comedy', 'Crime', 'Thriller']"
1.446063,45000000,2,1,7203,104876233,122.0,2001.0,"['Action', 'Crime', 'Drama', 'Thriller']"
1.406682,17000000,1,2,6104,209947037,101.0,2001.0,"['Horror', 'Drama', 'Mystery', 'Thriller']"
1.213215,25000000,0,4,695,80936232,83.0,2001.0,"['Adventure', 'Fantasy', 'Animation', 'Action', 'Comedy']"
1.20913,22000000,0,2,1464,33788161,104.0,2001.0,['Comedy']
1.195555,28000000,0,1,1860,77516304,90.0,2001.0,"['Comedy', 'Romance']"
1.134012,60000000,0,5,910,93375151,87.0,2001.0,"['Comedy', 'Family']"
1.131878,68000000,0,4,3768,203388341,136.0,2001.0,"['Drama', 'Mystery', 'Romance', 'Science Fiction', 'Thriller']"
1.065364,25000000,0,5,912,64437847,98.0,2001.0,"['Action', 'Crime', 'Thriller']"
1.063015,92000000,0,4,2052,143049560,126.0,2001.0,"['Action', 'Crime', 'Thriller']"
1.062734,102000000,1,5,3636,147080413,99.0,2001.0,"['Action', 'Crime', 'Thriller']"
1.061903,40000000,1,4,1970,141069860,114.0,2001.0,"['Comedy', 'Romance']"
0.976997,30000000,1,2,410,17833000,108.0,2001.0,"['Action', 'Crime', 'Drama']"
0.974222,137000000,0,5,1285,85131830,106.0,2001.0,"['Adventure', 'Action', 'Animation', 'Fantasy', 'Science Fiction']"
0.945429,42000000,1,2,575,35402320,118.0,2001.0,"['Drama', 'Thriller', 'Mystery', 'Romance']"
0.913069,70000000,0,5,932,176104344,87.0,2001.0,"['Comedy', 'Family', 'Romance', 'Fantasy']"
0.90472,40000000,2,4,1350,91753202,106.0,2001.0,"['Action', 'Drama', 'Thriller', 'War']"
0.899764,10000000,0,5,2304,59217789,90.0,2001.0,"['Horror', 'Thriller']"
0.875299,35000000,0,1,2394,74558115,122.0,2001.0,"['Horror', 'Mystery', 'Thriller']"
0.865407,72000000,0,1,1078,27642707,131.0,2001.0,"['Action', 'Drama', 'Thriller']"
0.844235,60000000,1,3,1075,105178561,104.0,2001.0,"['Crime', 'Mystery', 'Thriller', 'Action']"
0.813396,3000000,0,2,1344,18492362,100.0,2001.0,"['Comedy', 'Crime', 'Mystery']"
0.798104,35000000,1,2,1225,94728529,103.0,2001.0,['Comedy']
0.787835,48000000,1,5,1305,85498534,112.0,2001.0,"['Adventure', 'Comedy']"
0.781747,19800000,3,4,642,87754044,137.0,2001.0,"['Drama', 'Mystery', 'Thriller']"
0.774598,11000000,0,5,552,16000000,91.0,2001.0,"['Horror', 'Science Fiction']"
0.746989,57000000,4,3,1290,147845033,123.0,2001.0,"['Action', 'Comedy', 'Crime', 'Romance']"
0.742951,23000000,0,1,996,36642838,97.0,2001.0,"['Mystery', 'Thriller', 'Drama']"
0.731548,22000000,4,4,2044,40270895,132.0,2001.0,['Drama']
0.693522,57000000,0,1,500,16991902,105.0,2001.0,"['Music', 'Drama', 'Comedy']"
0.676114,48000000,3,1,2310,50315140,120.0,2001.0,"['Drama', 'Science Fiction']"
0.65104,50000000,1,1,636,100020092,113.0,2001.0,['Thriller']
0.635377,21150000,0,3,300,39438674,92.0,2001.0,"['Adventure', 'Comedy']"
0.625438,11000000,1,4,816,13110448,100.0,2001.0,"['Drama', 'Thriller', 'Crime']"
0.612923,53000000,0,5,255,29700000,102.0,2001.0,"['Drama', 'Romance', 'Thriller']"
0.589432,31000000,1,1,360,24185781,101.0,2001.0,"['Drama', 'Mystery']"
0.578315,30000000,0,1,540,23619609,106.0,2001.0,"['Drama', 'Thriller']"
0.572909,60000000,3,3,420,56359980,120.0,2001.0,"['Action', 'Crime', 'Thriller']"
0.565877,32000000,0,1,372,40222729,106.0,2001.0,"['Comedy', 'Romance']"
0.561179,80000000,1,5,1810,98376292,101.0,2001.0,"['Action', 'Comedy', 'Science Fiction']"
0.554186,107000000,2,4,1518,87713825,157.0,2001.0,['Drama']
0.530703,1500000,0,2,564,373967,100.0,2001.0,"['Horror', 'Mystery']"
0.526992,68000000,4,5,1302,71069884,124.0,2001.0,"['Action', 'Crime', 'Thriller']"
0.522846,4000000,2,4,642,44909486,111.0,2001.0,"['Drama', 'Romance']"
0.521071,17700000,0,3,610,30987695,91.0,2001.0,"['Mystery', 'Adventure', 'Comedy', 'Romance', 'Drama']"
0.510452,50000000,0,3,260,79958599,101.0,2001.0,"['Action', 'Crime', 'Thriller']"
0.509878,21000000,1,2,225,28008462,109.0,2001.0,"['Drama', 'Thriller']"
0.499611,40000000,1,2,942,65754228,119.0,2001.0,"['Drama', 'Romance']"
0.499301,12000000,0,4,756,31155435,93.0,2001.0,['Comedy']
0.493288,11000000,0,3,148,23430766,95.0,2001.0,"['Comedy', 'Romance']"
0.472538,72000000,1,4,492,37317558,152.0,2001.0,"['Drama', 'Romance']"
0.471789,62000000,0,2,425,18720175,125.0,2001.0,"['Action', 'Adventure', 'Comedy', 'Thriller', 'Crime']"
0.467091,100000,0,2,168,490475,86.0,2001.0,['Drama']
0.453846,2079000,0,5,224,4099000,183.0,2001.0,"['Drama', 'Romance']"
0.451722,28000000,0,2,540,14010832,98.0,2001.0,"['Action', 'Horror', 'Science Fiction']"
0.447612,22000000,0,2,375,19351569,90.0,2001.0,"['Comedy', 'Romance', 'Crime']"
0.443923,48000000,0,1,324,35743308,132.0,2001.0,"['Comedy', 'Drama', 'Romance']"
0.439101,75000000,0,2,640,13596911,95.0,2001.0,"['Adventure', 'Animation', 'Action', 'Comedy', 'Family']"
0.421293,14000000,0,2,215,10424470,86.0,2001.0,"['Comedy', 'Romance']"
0.414311,38000000,0,5,15030,207283925,106.0,2001.0,"['Action', 'Crime', 'Thriller']"
0.40848,6000000,2,5,150,705308,96.0,2001.0,"['Drama', 'Comedy']"
0.405522,13000000,0,2,1164,91038276,112.0,2001.0,"['Drama', 'Family', 'Romance', 'Music']"
0.386262,35000000,0,3,2335,147934180,88.0,2001.0,"['Action', 'Comedy', 'Family', 'Adventure']"
0.38279,35000000,5,2,504,29400000,123.0,2001.0,"['Crime', 'Drama', 'Mystery', 'Thriller']"
